application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,monthly_income,monthly_bills,DTI,LTV,CCR,ITI,CWI,monthly_ndi,ndi_ratio,created_at,session_user_email
APP_0121,22,86024,16,69126,36,43040,car,0,577,38997,108858,8745,670,0.4533269785176177,1.6060873605947583,0.6226311373433928,0.0223212901819644,0.0,8075,0.923384791309214,2025-10-22 14:48:34,dzoan nguyen
APP_0122,52,107232,10,37483,12,190831,deposit,1,735,15066,195317,5850,5324,0.1404991047448509,0.1964198688892255,5.091134647706825,0.0291292089401764,2.072033526296882,526,0.0899145299145145,2025-10-22 14:48:34,dzoan nguyen
APP_0123,24,116101,14,47735,48,25167,land,0,497,12475,219303,7188,1436,0.107449548238171,1.896729844637744,0.527223211480035,0.0085656382515735,0.0,5752,0.8002225932107957,2025-10-22 14:48:34,dzoan nguyen
APP_0124,53,77326,5,73175,72,100549,house,0,553,38509,259391,6979,1913,0.4980084318340467,0.7277546270972289,1.3740895114451468,0.0131433081296112,0.1877897804847964,5066,0.725891961598979,2025-10-22 14:48:34,dzoan nguyen
APP_0125,57,140202,21,45364,12,168185,deposit,0,718,10373,126574,4323,5222,0.0739861057616861,0.2697267889526398,3.7074552508596312,0.0269634765054584,2.028729420059652,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0126,26,121790,9,81706,72,191015,house,0,344,16842,280550,4436,5404,0.1382872156991531,0.427746512054025,2.3378332068636043,0.0093177235860069,1.1528279776165824,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0127,40,51033,1,55690,36,36169,land,1,690,11769,103506,5970,5533,0.2306154840985199,1.5397163316651958,0.6494702819177474,0.0303126299531958,0.0,437,0.0731993299832373,2025-10-22 14:48:34,dzoan nguyen
APP_0128,26,108903,22,99880,48,39406,deposit,0,308,30318,69119,1836,2785,0.2783945345858215,2.5346393950159234,0.3945334401281498,0.0191072177377112,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0129,45,116316,27,65632,12,79538,house,0,619,14706,119948,8696,4639,0.1264314453729484,0.8251653297794661,1.211878352023385,0.047021332687485,0.1850902657338541,4057,0.4665363385464044,2025-10-22 14:48:34,dzoan nguyen
APP_0130,61,66704,0,33154,48,114447,car,2,562,32924,163277,7951,2235,0.4935835931878073,0.2896886768547861,3.451981661337894,0.0103548262970576,1.07913992395564,5716,0.7189032826058711,2025-10-22 14:48:34,dzoan nguyen
APP_0131,24,117278,13,78652,24,192283,car,2,557,46742,203766,4714,4546,0.3985572741690649,0.4090429211110685,2.4447312210750844,0.0279435756623585,0.8689230836964649,168,0.035638523546874,2025-10-22 14:48:34,dzoan nguyen
APP_0132,38,137295,24,43754,24,47881,deposit,1,571,41479,251522,5424,3214,0.3021158818602258,0.9138071468849668,1.09432280477211,0.0132785850413879,0.0658263874288846,2210,0.4074483775810458,2025-10-22 14:48:34,dzoan nguyen
APP_0133,63,127139,21,55746,60,39563,house,0,570,47397,75208,4951,690,0.3727967028213186,1.40904380355379,0.7097011444767211,0.0073077497855458,0.0,4261,0.8606342153098645,2025-10-22 14:48:34,dzoan nguyen
APP_0134,34,120316,25,17998,12,56611,land,0,524,1222,97928,8339,2739,0.0101565876525149,0.3179240783593238,3.145405045004826,0.0124657845441033,2.025445073270588,5600,0.6715433505215647,2025-10-22 14:48:34,dzoan nguyen
APP_0135,26,104312,12,16337,36,175869,car,1,548,22772,282216,9477,3019,0.2183066186057192,0.092893005589387,10.765073146843926,0.0043504635664443,2.127238601241705,6458,0.6814392740317947,2025-10-22 14:48:34,dzoan nguyen
APP_0136,42,58816,11,59612,48,13770,house,0,612,11007,137544,2641,1841,0.1871429542981469,4.329121278140572,0.230993759645705,0.0211152860895125,0.0,800,0.3029155622868978,2025-10-22 14:48:34,dzoan nguyen
APP_0137,43,124402,21,22735,12,80985,land,0,719,45893,80055,5839,2497,0.3689088599861709,0.2807309995678177,3.562128876181941,0.0152295247116238,1.3617728803780595,3342,0.5723582805273895,2025-10-22 14:48:34,dzoan nguyen
APP_0138,50,70524,4,99770,24,30839,deposit,1,603,35595,295830,1644,3215,0.5047217968351128,3.2351892084696896,0.3091009321439279,0.0589456544319673,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0139,34,91524,7,86288,36,38157,land,0,653,16011,140201,6248,678,0.1749377212534398,2.261393715438785,0.4422051733728856,0.0261886378307578,0.0,5570,0.8914852752879494,2025-10-22 14:48:34,dzoan nguyen
APP_0140,63,64304,18,71583,48,184034,house,0,760,28176,295663,4107,1250,0.4381686986812572,0.3889661692948021,2.5709176759844854,0.0231915977228307,0.8825907221629895,2857,0.69564158753331,2025-10-22 14:48:34,dzoan nguyen
APP_0141,43,64127,20,74796,72,8319,house,2,844,30271,276601,5025,4693,0.4720476554337413,8.990984493327444,0.1112225252687294,0.0161996247028379,0.0,332,0.0660696517412803,2025-10-22 14:48:34,dzoan nguyen
APP_0142,33,44701,3,61545,72,69734,car,0,359,24780,272770,6293,2370,0.5543500145410494,0.8825680442825468,1.1330571126817592,0.0191224282824718,0.0592969003318495,3923,0.6233910694421383,2025-10-22 14:48:34,dzoan nguyen
APP_0143,63,145162,15,10727,24,183761,land,0,692,23717,178733,4899,3806,0.1633829790165459,0.0583747367504527,17.130698238089202,0.0030790312431263,2.363339167867791,1093,0.2231067564808689,2025-10-22 14:48:34,dzoan nguyen
APP_0144,61,43472,10,42275,12,124760,land,0,423,2760,241550,5637,3568,0.0634891424365094,0.3388505931388238,2.951153163808328,0.0810387529069978,1.827276122675885,2069,0.3670392052509549,2025-10-22 14:48:34,dzoan nguyen
APP_0145,42,35782,15,52101,12,21776,house,0,408,22623,288561,9530,3486,0.6322452629813696,2.392588170462785,0.4179574288401294,0.1213389413570528,0.0,6044,0.6342077649527141,2025-10-22 14:48:34,dzoan nguyen
APP_0146,22,142015,28,91953,48,97282,land,0,736,17413,88047,10008,2715,0.1226138084005202,0.9452211097633586,1.0579535197328955,0.0134893321125238,0.0508476179682491,7293,0.7287170263788241,2025-10-22 14:48:34,dzoan nguyen
APP_0147,47,94376,2,25851,12,194421,car,1,337,40912,20946,1561,3106,0.4335000423836522,0.1329640316632455,7.520830915631599,0.0228262481967921,1.4735275179438614,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0148,45,79738,29,52207,24,84886,land,1,766,43255,103046,5467,5013,0.5424640698286821,0.6150248568668495,1.625950543030597,0.0272804894350999,0.2863948639467599,454,0.0830437168465185,2025-10-22 14:48:34,dzoan nguyen
APP_0149,27,117186,13,37686,72,109497,deposit,0,723,37520,194700,10392,5804,0.3201747649036547,0.3441738129811744,2.9055086769621905,0.0044665460606163,1.2954128842939712,4588,0.4414934565049613,2025-10-22 14:48:34,dzoan nguyen
APP_0150,48,72914,23,17764,72,110122,land,0,847,1544,168712,7069,1837,0.0211756315659541,0.1613119994188249,6.199166854311743,0.0033837427958799,2.462784757446244,5232,0.740132974960993,2025-10-22 14:48:34,dzoan nguyen
APP_0151,57,40990,12,14786,72,134805,house,1,667,42061,33369,3655,4149,1.0261283239814338,0.1096843588887644,9.117070201541384,0.0050100295464321,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0152,25,116210,9,39710,24,43949,deposit,0,780,19821,172625,7731,5830,0.1705619137767819,0.9035472934537556,1.1067489297405917,0.0142378739632077,0.0885416279904527,1901,0.2458931574181547,2025-10-22 14:48:34,dzoan nguyen
APP_0153,52,46999,23,12830,48,169219,house,0,365,20818,60575,3021,442,0.4429455945871094,0.075818909224141,13.189321901791644,0.0056871777412517,1.5444574440479482,2579,0.8536908308504291,2025-10-22 14:48:34,dzoan nguyen
APP_0154,27,94124,20,11380,48,197811,deposit,0,789,47257,156595,1729,4794,0.5020717351578715,0.0575296621522561,17.382337434093376,0.0025188403948875,1.407847859969105,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0155,53,143633,4,38332,24,35370,house,0,388,43364,176953,8140,3182,0.3019083358281154,1.0837432852699722,0.9227277470520474,0.0111197751672673,0.0,4958,0.6090909090908342,2025-10-22 14:48:34,dzoan nguyen
APP_0156,39,142017,21,24188,48,165115,land,0,472,2544,194634,6908,5818,0.0179133484019517,0.1464918390212873,6.826318835786058,0.0035482841255354,2.5146569157815755,1090,0.1577880718007878,2025-10-22 14:48:34,dzoan nguyen
APP_0157,21,70097,22,57706,48,164846,house,0,370,17991,129640,9443,3638,0.2566586301838843,0.3500600560523134,2.8566526877620557,0.0171506388762467,1.3801267521938363,5805,0.6147410780471656,2025-10-22 14:48:34,dzoan nguyen
APP_0158,63,122537,11,6678,36,150390,house,0,520,37485,128413,5120,5093,0.3059076034177407,0.0444045481747453,22.52021563341981,0.0015138284762548,1.989814611961494,27,0.0052734374999989,2025-10-22 14:48:34,dzoan nguyen
APP_0159,28,101584,27,33672,60,79208,land,0,711,26942,206786,10469,1329,0.2652189321152911,0.4251085748914197,2.352340223330888,0.0055244920458993,0.9936739934425464,9140,0.8730537778201477,2025-10-22 14:48:34,dzoan nguyen
APP_0160,47,84921,19,48061,60,98001,land,0,447,12880,227260,5923,1195,0.1516703759965126,0.4904133631289426,2.0390961486443886,0.0094324921592221,0.8814960450829924,4728,0.798244133040554,2025-10-22 14:48:34,dzoan nguyen
APP_0161,28,42491,10,96498,48,169128,house,0,752,26238,244244,9249,5588,0.617495469628848,0.5705619412515931,1.7526580861779335,0.0473129603906255,0.2878951277835467,3661,0.3958265758459945,2025-10-22 14:48:34,dzoan nguyen
APP_0162,62,72044,0,65281,60,37352,deposit,0,633,43330,106729,2553,3348,0.6014380101049275,1.7477243521096129,0.5721726076499967,0.0151021135229653,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0163,53,106489,20,88668,60,167119,car,0,645,11164,132982,2520,3526,0.1048371193268778,0.5305680383439314,1.8847724094374307,0.0138774896935397,0.792015418772125,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0164,56,148328,6,37612,48,184767,car,0,816,37303,105896,9719,1351,0.2514899412113677,0.2035644893298034,4.912448154844069,0.0052827742119964,1.7884199727393095,8368,0.860993929416518,2025-10-22 14:48:34,dzoan nguyen
APP_0165,40,25611,22,47722,24,138918,car,0,537,36738,162987,10256,1669,1.434461754714715,0.3435263968672142,2.9109844516155463,0.0776391654595188,0.0,8587,0.8372659906395439,2025-10-22 14:48:34,dzoan nguyen
APP_0166,41,114720,15,44936,60,73546,car,0,489,44285,46895,11395,4982,0.3860268479776814,0.6109917602588772,1.6366832828911868,0.006528358902727,0.3909064420366415,6413,0.5627906976743692,2025-10-22 14:48:34,dzoan nguyen
APP_0167,48,130792,14,89302,60,115356,house,0,847,14897,134726,4908,2098,0.113898403572083,0.774142654044863,1.2917515845109706,0.0113796460535953,0.2585215447955631,2810,0.5725346373266966,2025-10-22 14:48:34,dzoan nguyen
APP_0168,55,143899,4,96124,72,17620,car,1,606,10796,64726,1733,3671,0.0750248438140635,5.45539160045372,0.1833048978402877,0.0092777264299057,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0169,58,77975,21,96421,12,186906,house,0,638,27382,164398,11788,2172,0.3511638345623552,0.5158796400329551,1.9384366476182373,0.1030469167382319,0.6088916359467854,9616,0.8157448252459437,2025-10-22 14:48:34,dzoan nguyen
APP_0170,21,39809,4,76436,36,73741,house,1,462,26564,256651,7814,1875,0.6672862920444959,1.0365468328338232,0.9647417447276024,0.0533352312834582,0.0,5939,0.760046071154241,2025-10-22 14:48:34,dzoan nguyen
APP_0171,50,58870,12,52795,72,18962,car,2,418,20476,295764,4094,1329,0.3478172243927238,2.784252715958085,0.3591627995075223,0.0124556461504788,0.0,2765,0.6753786028332498,2025-10-22 14:48:34,dzoan nguyen
APP_0172,25,131316,25,56381,48,160535,land,0,393,38963,139421,9520,5605,0.2967117487587172,0.3512069019216972,2.847324453273216,0.008944867088871,1.299201584217795,3915,0.4112394957982761,2025-10-22 14:48:34,dzoan nguyen
APP_0173,33,134741,27,98148,72,134251,deposit,0,422,39952,26335,10990,5664,0.2965095998990634,0.7310783532338625,1.3678424420263136,0.0101169404015683,0.2587736267152093,5326,0.4846223839853972,2025-10-22 14:48:34,dzoan nguyen
APP_0174,57,104634,29,32031,12,127560,car,1,407,12284,76081,4490,1045,0.1173996979949144,0.2511053621825004,3.9823920576939846,0.0255103503620002,1.9829239005231432,3445,0.767260579064417,2025-10-22 14:48:34,dzoan nguyen
APP_0175,32,40342,28,37937,12,18386,car,0,710,39776,40397,9581,2378,0.9859699568687476,2.0633634286956344,0.48464559664706,0.0783653925537439,0.0,7203,0.7518004383675241,2025-10-22 14:48:34,dzoan nguyen
APP_0176,56,40240,16,90214,60,152161,deposit,0,331,11537,230208,9769,3557,0.2867047713717622,0.5928851676842254,1.6866672578535296,0.037364976805208,0.4897964786821709,6212,0.6358890367488345,2025-10-22 14:48:34,dzoan nguyen
APP_0177,41,84771,6,41700,36,130364,land,0,646,20381,295555,6767,2546,0.240424201672739,0.3198735847319787,3.126235011990333,0.0136642641151,1.5498226945219966,4221,0.6237623762375315,2025-10-22 14:48:34,dzoan nguyen
APP_0178,31,98532,25,27334,48,160377,deposit,0,822,1359,170654,8139,4437,0.0137924735111434,0.1704359103861515,5.867308114436018,0.0057794252965682,2.4543670466461607,3702,0.454847032804957,2025-10-22 14:48:34,dzoan nguyen
APP_0179,35,29047,24,58244,36,166847,deposit,0,721,17019,61286,4329,1857,0.5859124866595316,0.3490862886356941,2.864621248540573,0.0556990012339963,0.7721163761299751,2472,0.5710325710324391,2025-10-22 14:48:34,dzoan nguyen
APP_0180,44,110762,29,35907,36,48695,deposit,2,521,47925,16135,11256,729,0.4326844946822878,0.7373857685593852,1.3561422563845114,0.0090050438475194,0.2020450241457966,10527,0.935234541577742,2025-10-22 14:48:34,dzoan nguyen
APP_0181,54,93063,19,89632,72,48442,deposit,2,332,22128,293066,11822,2286,0.2377744108829477,1.850295198381532,0.5404543020349815,0.0133768403003512,0.0,9536,0.8066317036033829,2025-10-22 14:48:34,dzoan nguyen
APP_0182,47,26537,4,91361,12,185366,car,0,758,35500,101744,11800,3747,1.3377548328748037,0.4928681635251314,2.0289401385711403,0.2868981673147653,0.0,8053,0.6824576271185862,2025-10-22 14:48:34,dzoan nguyen
APP_0183,62,36959,15,34070,60,109957,car,1,301,5396,42483,9239,1411,0.1459996212018684,0.3098483952817891,3.227384796008124,0.0153638716773682,1.7681691955724714,7828,0.8472778439224107,2025-10-22 14:48:34,dzoan nguyen
APP_0184,59,81789,13,55306,72,92094,car,0,674,31778,61330,1944,4969,0.3885363557446553,0.6005385801463656,1.6651719524101969,0.0093917139086944,0.4067284660771993,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0185,54,115323,25,98479,48,63142,house,1,669,18578,84023,5347,468,0.1610953582546399,1.559643343574775,0.6411722296123982,0.0177904306451494,0.0,4879,0.9124742846454248,2025-10-22 14:48:34,dzoan nguyen
APP_0186,47,128174,11,75520,36,130690,land,0,405,37199,200203,6171,778,0.2902226660633179,0.5778559951029109,1.7305349576270956,0.0163666404865221,0.5185171545721219,5393,0.873926430076021,2025-10-22 14:48:34,dzoan nguyen
APP_0187,33,78912,9,25484,12,152760,land,1,706,46400,268617,11578,3249,0.58799675587996,0.1668237758575532,5.994349395699027,0.026911834277292,1.0298139218111209,8329,0.7193815857660459,2025-10-22 14:48:34,dzoan nguyen
APP_0188,39,61919,2,61120,60,8443,deposit,1,396,26580,89759,7243,3268,0.4292704985545563,7.239133009592888,0.1381380890052333,0.0164516007469383,0.0,3975,0.5488057434763842,2025-10-22 14:48:34,dzoan nguyen
APP_0189,26,146038,25,63889,36,114106,house,0,424,5141,209299,7129,2051,0.0352031662991821,0.5599092072283617,1.7860038504280584,0.0121522784781709,0.7583340261696655,5078,0.7123018656192015,2025-10-22 14:48:34,dzoan nguyen
APP_0190,37,82318,22,67076,12,198726,car,0,746,23806,28834,3040,1847,0.2891955586870394,0.3375300665237546,2.9626990279682306,0.067903334218528,1.3950951860404632,1193,0.3924342105261867,2025-10-22 14:48:34,dzoan nguyen
APP_0191,61,64423,1,7375,36,61882,house,1,838,6155,12929,9834,790,0.0955404125855657,0.1191784363789127,8.390779661015811,0.0031799374618601,2.390002524055396,9044,0.9196664632905308,2025-10-22 14:48:34,dzoan nguyen
APP_0192,39,80289,13,33441,72,61932,deposit,0,445,22476,25931,5031,4112,0.2799387213690508,0.5399631854291717,1.851978110702376,0.0057848314629261,0.6134764477579664,919,0.1826674617371928,2025-10-22 14:48:34,dzoan nguyen
APP_0193,26,26511,14,86188,24,176601,car,0,806,3057,277707,2464,2522,0.1153106257779746,0.4880380065798014,2.0490207453473563,0.135459494795251,0.9280575067472906,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0194,49,62740,14,27930,24,19916,house,1,802,32021,178700,11870,1064,0.5103761555626314,1.4023900381602028,0.7130683852488109,0.0185487727120097,0.0,10806,0.910362257792678,2025-10-22 14:48:34,dzoan nguyen
APP_0195,63,89444,27,33471,60,84324,land,0,723,15522,243499,3495,2639,0.1735387505031061,0.3969332574356008,2.5193152281078395,0.0062368632886576,1.2556551618016978,856,0.2449213161658812,2025-10-22 14:48:34,dzoan nguyen
APP_0196,59,139805,4,35636,24,95986,deposit,0,377,10076,16299,1670,5647,0.0720718143127923,0.3712624757777137,2.693512178695625,0.0106207455618286,1.571457683416258,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0197,33,117278,9,21851,72,161192,deposit,0,464,865,16447,2317,1862,0.0073756373744435,0.1355588366668312,7.376870623769741,0.0025877497152653,2.5741960763426435,455,0.1963746223564107,2025-10-22 14:48:34,dzoan nguyen
APP_0198,40,122661,5,19766,72,32773,house,0,672,44402,256149,6251,5410,0.3619895484302234,0.6031184206511274,1.65804917535153,0.0022381015789367,0.4198422515212005,841,0.1345384738441634,2025-10-22 14:48:34,dzoan nguyen
APP_0199,44,93112,7,37966,72,91339,car,2,849,41859,39757,2580,1848,0.4495553741730341,0.4156603422415352,2.4058104619922456,0.0056631320941256,0.7738208137349762,732,0.2837209302324481,2025-10-22 14:48:34,dzoan nguyen
APP_0200,31,38823,27,88059,72,37246,house,0,747,40587,55065,10347,1441,1.0454369832315626,2.3642538796111703,0.42296642024097,0.0315030179700087,0.0,8906,0.8607325794915569,2025-10-22 14:48:34,dzoan nguyen
APP_0201,32,73865,28,5145,24,159226,car,0,531,2906,160494,6880,1859,0.0393420429161302,0.0323125620187655,30.947716229342863,0.0029022541121108,2.7888499118003303,5021,0.7297965116278009,2025-10-22 14:48:34,dzoan nguyen
APP_0202,31,149629,1,31908,24,129398,land,0,429,17478,185904,4900,2210,0.1168089073642133,0.2465880461830921,4.055346621536792,0.0088853096655367,1.9962201800892532,2690,0.5489795918366226,2025-10-22 14:48:34,dzoan nguyen
APP_0203,64,30521,18,10759,36,103373,car,2,828,48567,76376,1533,1075,1.5912650306345928,0.1040794017780261,9.608049075191968,0.0097919829331542,0.0,458,0.2987606001302683,2025-10-22 14:48:34,dzoan nguyen
APP_0204,53,134900,6,58341,36,83442,house,0,451,28930,138959,6537,3690,0.2144551519644165,0.6991802689293077,1.4302463104848833,0.0120132196685567,0.337977772587741,2847,0.4355208811380701,2025-10-22 14:48:34,dzoan nguyen
APP_0205,57,110561,5,28807,72,37409,land,1,488,6424,205712,3088,2267,0.0581036712764893,0.770055334277827,1.2986079772277122,0.0036187916373464,0.2812577574783935,821,0.2658678756475823,2025-10-22 14:48:34,dzoan nguyen
APP_0206,56,60488,8,80237,60,184995,house,1,830,7051,138426,11769,4421,0.1165685755852381,0.4337252358171819,2.305607138851125,0.0221082418547649,1.1534143744013468,7348,0.624352111479257,2025-10-22 14:48:34,dzoan nguyen
APP_0207,63,122248,5,60576,48,132350,house,1,608,13155,120969,4556,3149,0.10760912243963,0.4576955043445375,2.1848586899101594,0.0103232772722146,1.057357086073979,1407,0.3088235294116969,2025-10-22 14:48:34,dzoan nguyen
APP_0208,25,129612,14,79463,72,69278,house,2,445,48617,30821,6486,2878,0.3750964416874952,1.147016368832802,0.8718271396750579,0.0085150509039474,0.0,3608,0.5562750539622947,2025-10-22 14:48:34,dzoan nguyen
APP_0209,59,30402,29,65316,48,87475,house,1,302,8480,141043,1695,3037,0.2789290178277653,0.7466819091168819,1.3392583746708109,0.0447585685142953,0.2446293694340567,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0210,23,38302,17,46646,36,147426,car,1,536,45144,242798,2874,1275,1.1786329695576947,0.3164028054752871,3.1605282339321024,0.0338291008873217,0.0,1599,0.5563674321501195,2025-10-22 14:48:34,dzoan nguyen
APP_0211,41,108218,21,86791,36,146156,deposit,0,842,33900,191760,3678,4392,0.3132565746918228,0.5938244067982116,1.6839994930349726,0.0222778198732569,0.4697321547559064,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0212,47,149888,14,50244,48,96531,deposit,1,537,46094,268985,2043,983,0.307522950469682,0.5204960064642392,1.921244327680879,0.0069835477154821,0.6379405539290176,1060,0.5188448360251988,2025-10-22 14:48:34,dzoan nguyen
APP_0213,36,27995,0,95243,12,66156,house,0,684,41300,46589,9122,4440,1.4752634398999294,1.439672894370859,0.6946022279852514,0.283511936631719,0.0,4682,0.5132646349484199,2025-10-22 14:48:34,dzoan nguyen
APP_0214,27,108210,2,99496,60,134710,house,0,439,16608,13194,11426,5998,0.1534793457166606,0.7385940167767743,1.3539237758301703,0.0153245233031976,0.2996037862822007,5428,0.4750568877997133,2025-10-22 14:48:34,dzoan nguyen
APP_0215,29,42065,8,60957,48,134380,car,1,726,41394,168966,11846,4678,0.984048496374635,0.4536166096145226,2.204504814869462,0.0301898847016168,0.0192136629211602,7168,0.6050987675164101,2025-10-22 14:48:34,dzoan nguyen
APP_0216,57,106265,7,69086,60,123141,land,2,726,8456,61795,4290,2949,0.0795746482849472,0.5610316628905031,1.782430593752688,0.0108354898914424,0.7201689544474562,1341,0.3125874125873397,2025-10-22 14:48:34,dzoan nguyen
APP_0217,35,102914,25,29287,48,21987,land,1,634,14548,182257,9781,2161,0.1413607478088487,1.3320143721289246,0.7507426503226431,0.0059286961280352,0.0,7620,0.7790614456598732,2025-10-22 14:48:34,dzoan nguyen
APP_0218,34,36305,25,82390,60,98774,deposit,0,724,10588,272132,6792,5286,0.2916402699352626,0.8341263895356993,1.1988590848403786,0.0378230730379766,0.1408637676584671,1506,0.2217314487632182,2025-10-22 14:48:34,dzoan nguyen
APP_0219,61,110091,25,68801,72,125872,car,0,618,6658,107769,1981,1840,0.0604772415547132,0.5465949536036565,1.8295082920306125,0.0086798143756634,0.7793419186818606,141,0.0711761736496359,2025-10-22 14:48:34,dzoan nguyen
APP_0220,27,137129,19,90742,48,190411,house,0,508,4500,169353,2452,3101,0.0328158157647176,0.4765586021815942,2.098377818430252,0.0137859849724998,1.062333654300608,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0221,61,132930,16,30365,36,108908,house,0,705,9369,207691,7251,4716,0.0704807041299927,0.2788133103169622,3.58662934299346,0.0063452360054072,2.011070831954996,2535,0.3496069507653634,2025-10-22 14:48:34,dzoan nguyen
APP_0222,61,28624,19,79821,12,73801,house,0,759,6005,53511,5948,5565,0.2097889882615913,1.0815707104239634,0.9245812505480896,0.2323836640387596,0.0,383,0.0643913920645486,2025-10-22 14:48:34,dzoan nguyen
APP_0223,47,55739,12,49676,60,114712,house,0,762,19021,270238,1588,5557,0.3412511885753181,0.4330497245275085,2.309203639584461,0.0148537529076502,0.8624363414891503,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0224,28,55103,20,22592,72,42029,deposit,0,417,3565,68809,11266,891,0.064697021940728,0.5375336077470191,1.860348796033912,0.0056943864721233,0.8046867911002906,10375,0.9209124800283224,2025-10-22 14:48:34,dzoan nguyen
APP_0225,27,81661,23,21263,60,25413,car,1,672,3063,244399,9168,5430,0.0375087250952102,0.8366977531184497,1.1951747166438793,0.0043396888762986,0.1878539618518316,3738,0.4077225130889607,2025-10-22 14:48:34,dzoan nguyen
APP_0226,33,42877,22,58406,72,138194,deposit,0,302,49491,201396,6775,1038,1.1542551950929134,0.4226377411465011,2.3660925247405684,0.0189191045183468,0.0,5737,0.846789667896554,2025-10-22 14:48:34,dzoan nguyen
APP_0227,46,131793,18,35347,72,197347,land,1,614,4384,50879,11863,3673,0.0332642856600879,0.1791109061703487,5.583132939146022,0.0037250123720435,2.3807484135517534,8190,0.69038185956329,2025-10-22 14:48:34,dzoan nguyen
APP_0228,27,122095,1,14679,60,170433,land,0,614,3702,220196,11696,5605,0.0303206519513491,0.0861276865395781,11.610668301654634,0.0020037675580156,2.6584893273480423,6091,0.5207763337892851,2025-10-22 14:48:34,dzoan nguyen
APP_0229,41,126043,21,45578,48,120063,car,0,499,1505,66977,11726,4066,0.0119403695564211,0.3796173675487004,2.634231427443007,0.0075334740259028,1.6147181002586497,7660,0.6532491898345,2025-10-22 14:48:34,dzoan nguyen
APP_0230,26,49775,10,67027,12,15728,deposit,0,846,6627,183833,4217,5705,0.1331391260673002,4.261635300101458,0.2346517075208463,0.1122166415443045,0.0,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0231,44,26821,22,35300,12,197690,house,0,785,26395,288307,10749,2328,0.9841169233063276,0.1785623956699874,5.600283286118822,0.1096777400701472,0.03914086940592,8421,0.7834217136477083,2025-10-22 14:48:34,dzoan nguyen
APP_0232,21,138829,16,95758,24,94329,house,2,321,41362,286413,6797,2162,0.297934869515733,1.0151491057893012,0.9850769648488796,0.0287397925973708,0.0,4635,0.6819184934528936,2025-10-22 14:48:34,dzoan nguyen
APP_0233,52,61113,26,79057,36,63615,car,0,414,36744,262659,9123,2226,0.601246870551264,1.242741491786509,0.8046725780133219,0.0359338893151496,0.0,6897,0.7560013153567077,2025-10-22 14:48:34,dzoan nguyen
APP_0234,23,107033,10,53709,60,179357,car,0,414,29012,153278,10525,2388,0.271056590023635,0.2994530461593342,3.33942169841175,0.0083633085121885,1.5319772561435103,8137,0.7731116389547958,2025-10-22 14:48:34,dzoan nguyen
APP_0235,29,138679,27,93792,36,151309,land,1,793,4251,172265,3214,4223,0.0306535236048714,0.6198705959328221,1.6132399351756908,0.0187867905974296,0.5944419703473496,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0236,28,29520,25,46132,12,151926,land,2,585,38720,97078,6206,2933,1.311653116531121,0.3036478285481069,3.293288823376327,0.1302280939367494,0.0,3273,0.5273928456331731,2025-10-22 14:48:34,dzoan nguyen
APP_0237,57,25684,9,18268,24,61328,land,0,700,1862,277077,2853,4529,0.0724964958729141,0.2978737281502691,3.3571272169912767,0.0296358303471002,1.953673732440937,0,0.0,2025-10-22 14:48:34,dzoan nguyen
APP_0238,23,25678,14,8405,72,198427,car,0,745,31545,148397,4434,2730,1.2284835267543723,0.0423581468247766,23.608209399164352,0.0045461527809597,0.0,1704,0.384303112313851,2025-10-22 14:48:34,dzoan nguyen
APP_0239,39,44540,15,94112,72,94950,car,0,722,20466,233771,5841,2123,0.4594970812752479,0.9911743022643392,1.0089042842570446,0.0293469041556562,0.0048127916300989,3718,0.6365348399245614,2025-10-22 14:48:34,dzoan nguyen
APP_0240,47,31457,23,96178,36,110031,deposit,0,348,44108,114303,10482,1464,1.4021680389102138,0.8740991175214178,1.1440350184033652,0.0849289859502436,0.0,9018,0.8603319977102785,2025-10-22 14:48:34,dzoan nguyen
APP_0241,43,127497,20,75228,60,152183,house,0,377,15376,224723,10557,3485,0.1205989160529257,0.4943259102527845,2.0229568777582543,0.0098339568772527,0.8995893871317409,7072,0.6698872785828672,2025-10-22 14:48:34,dzoan nguyen
