application_id,income,loan_amount,loan_duration_months,existing_debt,credit_score,collateral_value,DTI,__label
app_d61b1466,2809.6,24743.7,36,1378.26,659,17320.59,1.2,0
app_6e3e7f36,4716.42,15021.14,40,493.21,715,18025.36,1.06,1
app_93761a8d,4990.19,8928.12,56,357.5,768,10713.75,0.455,1
app_b51c07ff,2409.76,16520.0,60,776.26,510,11564.0,1.2,0
app_ba0ac332,3285.92,10096.63,61,482.7,765,12115.96,0.751,1
app_9e3139e9,1500.0,20115.65,44,1620.65,551,14080.95,1.2,0
app_ec29cd7d,4603.49,13815.5,23,392.22,681,16578.6,1.2,1
app_c6ea9c0d,1674.63,15592.01,42,224.43,606,18710.42,1.2,1
app_c0e9dc10,3979.88,19596.0,48,1464.13,563,13717.2,1.2,0
app_e93ca5df,4812.15,10553.11,35,365.75,699,12663.73,0.828,1
app_71741f55,3613.96,18742.97,34,789.39,623,13120.08,1.2,0
app_b5db7993,3105.13,8984.05,35,173.66,691,10780.86,1.048,1
app_70bcd49b,3389.22,24023.75,51,579.98,696,28828.5,1.2,1
app_95a1cd08,4690.76,19937.72,34,1021.25,621,13956.4,1.2,0
app_5fbfa302,5410.32,11886.21,61,47.19,748,14263.45,0.441,1
app_20f6df73,1500.0,28902.61,32,876.72,664,20231.82,1.2,0
app_440e77da,5255.34,5328.74,31,0.0,709,6394.49,0.393,1
app_5dac6e89,3898.63,9906.4,27,245.64,647,11887.68,1.192,1
app_2b14456f,3028.96,27095.7,12,853.61,570,18966.99,1.2,0
app_4892b7e5,4492.37,6289.4,34,0.0,748,7547.28,0.494,1
app_e6461a68,2599.27,17031.15,40,801.41,491,11921.81,1.2,0
app_a4d69ebd,4595.73,13729.62,34,793.97,785,16475.55,1.2,1
app_73920b7d,2907.72,7313.54,54,967.54,648,8776.25,0.892,1
app_8223afb6,1500.0,14174.59,30,266.37,602,9922.22,1.2,0
app_30fe1084,2719.82,4737.66,46,126.72,694,5685.19,0.501,1
app_31da9ec5,3129.1,22879.34,31,917.65,542,16015.54,1.2,0
app_8efcdde4,5747.38,15899.7,22,401.62,749,19079.64,1.2,1
app_a728fed1,4479.41,22975.02,52,184.28,693,27570.02,1.2,1
app_53e5a37b,1500.0,19496.72,37,1981.39,606,13647.7,1.2,0
app_0b5621ac,1906.75,7967.48,37,0.0,639,9560.98,1.2,1
app_37dd8c70,2134.36,20050.87,34,544.31,655,14035.61,1.2,0
app_8e373c24,3460.36,9004.15,19,85.59,745,10804.98,1.2,1
app_a4ee2268,2382.34,11572.96,44,249.16,716,13887.55,1.2,1
app_c5b26586,1500.0,25861.67,49,994.2,477,18103.17,1.2,0
app_8c26da22,2954.04,17860.22,56,518.65,787,21432.26,1.2,1
app_bb05ee86,1892.24,16863.68,36,1069.24,492,11804.57,1.2,0
app_92a5f16e,4940.67,19935.28,22,0.0,724,23922.34,1.2,1
app_b23898a5,3345.69,1000.0,45,462.24,666,3000.0,0.218,1
app_044cc0d9,4613.44,18833.43,26,940.46,527,13183.4,1.2,0
app_b14642ef,3238.29,14318.18,29,219.61,816,17181.81,1.2,1
app_ff5d2e2b,3359.65,22816.95,42,1093.68,701,15971.87,1.2,0
app_a32a6fb5,3980.45,23133.08,24,297.98,603,27759.7,1.2,1
app_393f8b21,3656.23,15110.65,53,134.67,700,18132.79,0.973,1
app_a3c6a902,2140.79,13568.4,21,924.26,478,9497.88,1.2,0
app_7b425df0,4110.54,12125.71,28,0.0,603,14550.85,1.2,1
app_9b82fe96,4371.33,9948.17,54,1140.07,574,6963.72,0.767,0
app_51b8c3a7,2842.92,18254.96,56,26.39,679,21905.95,1.2,1
app_bfdfae1b,5051.62,14014.7,59,171.94,737,16817.64,0.598,1
app_46168d6e,1500.0,30575.35,27,16.81,591,21402.75,1.2,0
app_ea332572,3860.57,23493.43,31,394.94,741,28192.11,1.2,1
app_9764c6ed,4086.27,17620.62,48,1107.23,579,12334.44,1.2,0
app_f314f293,4077.55,12172.04,25,885.47,603,14606.45,1.2,1
app_730c73e8,5171.17,17726.52,34,93.82,684,21271.82,1.2,1
app_3c573bb0,2972.77,22458.35,39,1296.85,560,15720.85,1.2,0
app_dcb888aa,4234.58,2589.93,45,461.27,670,3107.91,0.272,1
app_9266b4b2,3661.54,22149.16,6,915.95,498,15504.41,1.2,0
app_c65c4e85,5066.66,26934.45,29,429.83,682,32321.34,1.2,1
app_640c6fe4,4350.81,15867.29,51,5.03,810,19040.75,0.859,1
app_db2d0634,1568.49,19662.53,49,1185.28,534,13763.77,1.2,0
app_9473653e,3298.08,9226.01,35,858.78,609,11071.22,1.2,1
app_2c14421d,2966.7,21659.83,42,1086.52,706,15161.88,1.2,0
app_1cf8c1d3,4487.81,17141.76,42,1117.25,567,20570.11,1.2,1
app_62f5ea50,5282.11,10433.82,32,12.21,569,12520.58,0.743,1
app_73d6c85a,2118.11,13876.24,41,311.1,700,9713.37,1.2,0
app_4cb80a12,4271.93,10512.58,27,85.12,620,12615.1,1.114,1
app_811e1516,1955.64,18036.3,33,334.2,581,12625.41,1.2,0
app_0288cc1a,3106.82,12959.29,58,650.01,678,15551.15,1.072,1
app_be976af5,2375.12,3511.65,15,690.39,646,4213.98,1.2,1
app_23e061ae,2562.6,14267.91,37,1460.67,552,9987.54,1.2,0
app_08dd3c69,3659.04,7161.94,46,0.0,620,8594.32,0.511,1
app_bad4fa0d,1500.0,9549.16,41,1927.65,530,6684.41,1.2,0
app_f7fcfe1c,4951.55,13506.64,22,289.32,683,16207.97,1.2,1
app_2f3a7bfc,3309.3,23583.64,13,552.41,723,28300.37,1.2,1
app_107c0150,1920.38,18897.02,46,961.09,629,13227.91,1.2,0
app_4101643e,4692.91,1000.0,53,1311.32,768,3000.0,0.328,1
app_056c0940,3513.66,9550.52,34,575.18,558,6685.36,1.123,0
app_98f30fa4,4967.04,7176.6,34,0.0,688,8611.92,0.51,1
app_89b92caa,4090.02,7771.26,27,1154.57,615,9325.51,1.127,1
app_5d2b1bff,1500.0,13145.94,50,1740.62,623,9202.16,1.2,0
app_d8b8357c,3282.68,9433.61,48,35.57,801,11320.33,0.729,1
app_aca26cc8,3916.58,18421.25,43,1199.9,708,12894.87,1.2,0
app_6885c712,2948.55,19087.23,31,92.9,707,22904.67,1.2,1
app_a86c011c,3785.66,6075.04,16,23.16,801,7290.05,1.2,1
app_b2765b41,4462.57,21900.7,50,693.27,594,15330.49,1.2,0
app_734b6ea6,4282.76,5512.26,24,438.87,677,6614.71,0.746,1
app_23d78ac6,1500.0,20319.19,32,1308.54,599,14223.43,1.2,0
app_02251cdf,3699.69,12766.04,33,132.78,671,15319.25,1.2,1
app_2b368123,4749.42,15879.1,51,0.0,672,19054.92,0.787,1
app_28ba3c4f,2085.42,19030.64,30,694.73,654,13321.44,1.2,0
app_c075b045,4178.09,5001.82,52,798.7,659,6002.18,0.467,1
app_39dbad87,3331.28,13589.02,49,812.87,543,9512.31,1.2,0
app_ab52ae56,3626.9,7405.02,38,470.04,702,8886.02,0.774,1
app_8ab334bc,3443.38,1000.0,37,0.0,717,3000.0,0.094,1
app_2b5d90bd,3630.79,19643.31,31,828.05,590,13750.32,1.2,0
app_6f51adc0,3450.76,8497.26,24,875.26,698,10196.72,1.2,1
app_db6c100b,3456.27,16499.69,36,831.85,632,11549.79,1.2,0
app_440dbf46,4826.64,13438.23,27,88.02,816,16125.87,1.2,1
app_e0d3a98c,3719.96,10253.39,53,835.14,737,12304.06,0.849,1
app_4cb372f4,2100.6,32119.19,40,1118.79,588,22483.43,1.2,0
app_3249c4b7,2585.69,3991.43,40,556.73,683,4789.71,0.678,1
app_60d20bcd,1500.0,9350.05,32,317.55,662,6545.04,1.2,0
app_6c379e2c,5152.66,28974.2,46,162.86,638,34769.05,1.2,1
app_c2224dd9,1500.0,8430.67,33,787.12,742,10116.8,1.2,1
app_c3a0f9bb,3088.35,19281.77,43,1479.04,525,13497.24,1.2,0
app_eb78707a,3542.7,3668.81,55,918.75,752,4402.57,0.485,1
app_36d45031,1500.0,19037.67,33,932.33,586,13326.37,1.2,0
app_2e7c067e,4519.95,9630.96,46,496.56,679,11557.15,0.666,1
app_b40a5e9d,3888.15,9356.48,45,291.41,720,11227.77,0.717,1
app_f26f9317,2107.6,9089.39,46,476.75,647,6362.57,1.2,0
app_e6f70433,4420.15,2063.8,24,194.36,642,3000.0,0.277,1
app_a888aca3,1500.0,22440.57,33,1054.28,569,15708.4,1.2,0
app_b0c56cde,4305.33,7493.09,35,632.74,703,8991.71,0.744,1
app_201fa227,3542.89,5480.0,38,537.98,681,6576.0,0.64,1
app_a3970f30,1730.68,21255.5,65,779.02,623,14878.85,1.2,0
app_eaa4dbfa,4377.39,1000.0,37,117.39,796,3000.0,0.101,1
app_1395e925,2246.01,13334.79,33,966.62,560,9334.35,1.2,0
app_c9dd2c09,3947.34,3875.04,33,710.27,837,4650.05,0.537,1
app_7f315f87,4706.51,13631.6,50,807.64,816,16357.92,0.867,1
app_6bda45b2,3582.66,17292.82,39,971.66,621,12104.97,1.2,0
app_40ffa3e2,4200.32,7305.43,10,131.33,558,8766.51,1.2,1
app_3a40ed0d,2567.96,18027.22,15,1175.27,660,12619.05,1.2,0
app_0556418e,4095.85,22006.0,58,0.0,772,26407.2,1.112,1
app_7ed3fa54,4440.85,14509.92,47,112.33,658,17411.9,0.86,1
app_685adf41,1673.33,13470.59,34,319.27,526,9429.41,1.2,0
app_c93d870a,4577.53,11574.22,40,0.0,645,13889.07,0.759,1
app_e7bd8aa5,1944.58,18195.21,28,1273.29,595,12736.65,1.2,0
app_6981e587,4017.01,12081.23,44,211.35,778,14497.47,0.873,1
app_fa33f163,4460.06,12924.22,36,608.12,771,15509.07,1.102,1
app_c4f9daef,3445.53,20255.16,46,947.34,687,14178.61,1.2,0
app_56bdfb84,3973.39,1000.0,52,443.14,618,3000.0,0.17,1
app_79561a6c,2301.78,12697.0,61,1099.07,490,8887.9,1.2,0
app_29d045da,4546.16,9607.56,59,0.0,542,11529.07,0.43,1
app_528b8daf,4065.87,9911.84,31,0.0,729,11894.2,0.944,1
app_2faf9a03,4173.35,6545.71,50,672.51,764,4581.99,0.538,0
app_b0f4d7c6,4436.01,10872.93,49,610.41,658,13047.52,0.738,1
app_0c9a5e38,3210.22,14935.82,14,1712.64,575,10455.08,1.2,0
app_301338c5,3390.99,14032.33,17,0.0,665,16838.8,1.2,1
app_88eb0e53,3480.28,12431.34,49,210.39,734,14917.6,0.935,1
app_85077cf6,3101.55,11495.55,38,522.93,674,8046.88,1.2,0
app_9a53b6cf,4455.09,12099.02,19,446.4,646,14518.83,1.2,1
app_ef5e50a3,3205.96,17284.04,26,1270.21,650,12098.83,1.2,0
app_7b49940e,3406.7,18972.17,32,276.34,708,22766.6,1.2,1
app_fff31786,3247.37,9350.16,34,1012.11,804,11220.19,1.2,1
app_89baa0cd,2241.13,27662.63,35,1052.23,661,19363.84,1.2,0
app_631377af,4292.05,26491.09,38,0.0,791,31789.31,1.2,1
app_56b32796,2087.94,16174.27,6,1300.39,657,11321.99,1.2,0
app_38c59485,4799.02,17870.44,56,381.6,765,21444.52,0.877,1
app_0e7f6311,3256.16,9877.19,48,556.45,606,11852.63,0.929,1
app_018d0bcf,2861.33,16902.53,26,1073.71,571,11831.77,1.2,0
app_cc84df90,2429.51,5333.07,57,0.0,715,6399.68,0.462,1
app_e59c1359,3110.06,21835.13,21,771.38,609,15284.59,1.2,0
app_3b4f05a9,4800.21,8130.24,22,801.03,777,9756.28,1.091,1
app_93c0594a,4370.07,8347.28,40,443.72,758,10016.73,0.675,1
app_4008b9f7,1500.0,18697.56,34,456.13,615,13088.3,1.2,0
app_01b4fba5,4034.92,9537.85,40,0.0,696,11445.42,0.709,1
app_b5664535,2931.41,19704.11,48,419.55,494,13792.88,1.2,0
app_1fd115e8,4239.07,14730.92,61,646.64,638,17677.1,0.836,1
app_431ae63c,4806.03,6926.22,18,1443.64,722,8311.46,1.2,1
app_4156553a,3214.95,21381.3,57,1013.64,685,14966.91,1.2,0
app_f92600ac,2972.72,3647.03,53,989.94,735,4376.44,0.611,1
app_27057461,2726.07,18997.06,27,1515.46,646,13297.94,1.2,0
app_68043424,4505.91,14256.75,48,602.0,752,17108.1,0.925,1
app_45357333,2831.07,15060.2,62,192.59,690,18072.24,1.098,1
app_2b284d6e,3391.94,23743.82,43,252.96,635,16620.67,1.2,0
app_080dfd69,2816.33,7051.79,42,281.67,756,8462.15,0.815,1
app_a7adae9a,5648.14,22663.08,44,541.71,554,15864.16,1.19,0
app_13391783,2936.34,8804.42,22,136.12,685,10565.31,1.2,1
app_b0a59427,2999.43,3485.42,19,581.57,704,4182.5,0.928,1
app_cb1629a8,3525.94,24266.64,31,1168.02,499,16986.64,1.2,0
app_ff129676,6283.02,19172.43,33,0.0,726,23006.91,1.11,1
app_5473fdd2,1500.0,13324.19,44,930.18,565,9326.93,1.2,0
app_002661e0,4950.74,5768.2,39,200.85,640,6921.84,0.399,1
app_d6249fe1,4463.4,6042.72,58,166.11,839,7251.27,0.317,1
app_469cc176,1500.0,21635.71,21,363.55,611,15145.0,1.2,0
app_4d09fa55,4677.56,4354.42,50,80.96,709,5225.31,0.241,1
app_0a9facff,2879.78,21568.09,14,1547.43,639,15097.66,1.2,0
app_a304c0b2,3574.41,5855.08,15,0.0,738,7026.09,1.2,1
app_2d061382,3658.93,5210.9,29,1025.65,676,6253.09,0.87,1
app_da2da0d4,1915.55,26103.64,41,917.71,557,18272.55,1.2,0
app_9672c9c9,2447.59,4976.74,30,312.15,724,5972.09,0.941,1
app_d84f2942,3051.76,19337.53,38,496.99,449,13536.27,1.2,0
app_c27285a7,3479.12,6275.1,28,290.18,612,7530.13,0.856,1
app_c22c3e4b,2889.49,11398.1,37,137.6,734,13677.72,1.2,1
app_ecff445d,2280.55,11880.52,36,1652.97,552,8316.37,1.2,0
app_2148b374,5166.14,20266.66,53,70.95,841,24319.99,0.902,1
app_9e994d68,2616.35,16477.27,33,1140.63,603,11534.09,1.2,0
app_d559221c,3823.1,19701.53,27,0.0,755,23641.84,1.2,1
app_39dd2215,4703.6,18563.87,23,832.56,733,22276.64,1.2,1
app_dee393bd,4262.58,10510.27,38,788.97,488,7357.19,0.964,0
app_0bc9e288,3285.11,18762.38,30,110.96,760,22514.86,1.2,1
app_5225fa16,3488.88,23920.7,26,876.8,672,16744.49,1.2,0
app_fa725ee1,3343.97,7504.01,45,1024.94,619,9004.82,0.905,1
app_21a58fe6,1500.0,3298.1,23,344.93,743,3957.72,1.2,1
app_bc495241,2353.5,13797.96,37,515.25,596,9658.57,1.2,0
app_0520975b,3358.43,28082.06,45,65.99,630,33698.47,1.2,1
app_3e27eabe,2061.82,8130.75,27,604.71,661,5691.52,1.2,0
app_504f74bb,3573.4,7256.73,19,0.0,695,8708.07,1.2,1
app_bf16e103,3784.87,18805.51,28,823.67,717,22566.61,1.2,1
app_a156ded9,2495.36,5950.17,20,1196.57,697,4165.12,1.2,0
app_707f5c12,4206.45,16575.16,31,251.46,653,19890.2,1.2,1
app_cae4dd04,3474.7,20056.78,33,768.64,638,14039.75,1.2,0
app_7c95bc2f,4323.12,7007.75,56,502.81,700,8409.3,0.464,1
app_8579fd56,5477.29,18144.1,34,614.39,625,21772.92,1.2,1
app_ec33ffaf,1859.16,4438.01,50,140.64,647,3106.61,0.649,0
app_3861adbd,3169.32,6126.17,33,506.56,742,7351.41,0.863,1
app_ca4554b7,4271.63,20151.68,46,660.6,649,14106.18,1.2,0
app_8b43c7bf,4153.27,9220.89,34,375.18,713,11065.07,0.874,1
app_0f301479,4401.39,8946.66,27,698.99,581,10735.99,1.062,1
app_78c77e74,1881.79,27315.71,6,622.78,648,19120.99,1.2,0
app_02693859,2349.68,27588.85,6,974.62,809,33106.62,1.2,1
app_4f0f275d,3416.35,16670.49,40,541.1,656,11669.34,1.2,0
app_52b58f41,2880.14,10356.76,47,0.0,674,12428.11,0.918,1
app_15b66732,4164.26,3949.27,49,536.31,593,4739.12,0.361,1
app_f20e8628,2453.03,13347.99,28,930.7,550,9343.59,1.2,0
app_15c3d444,4964.51,7772.05,47,382.5,759,9326.46,0.477,1
app_1ab7338c,1958.67,14968.3,22,1131.19,665,10477.81,1.2,0
app_ab929799,6119.19,19743.17,38,315.61,727,23691.8,1.07,1
app_3c553dd4,3972.26,20780.86,47,65.3,651,24937.03,1.2,1
app_b9b70bc5,3867.28,19848.48,33,1374.53,572,13893.94,1.2,0
app_9e7c5bd5,3720.22,9232.97,12,745.7,615,11079.56,1.2,1
app_c1752441,1931.31,13536.77,44,872.57,601,9475.74,1.2,0
app_9d80680d,2320.54,11475.38,18,522.88,725,13770.45,1.2,1
app_f2129068,3982.6,24258.86,42,638.33,709,29110.63,1.2,1
app_b5f1ca83,2307.24,23795.51,49,379.54,673,16656.86,1.2,0
app_36ced01f,4513.82,17764.2,41,0.0,617,21317.04,1.152,1
app_977b704f,4324.59,19514.54,18,1039.25,574,13660.18,1.2,0
app_aad6e786,2156.59,1000.0,16,508.72,696,3000.0,0.584,1
app_8ad95fe9,3750.84,13708.07,43,0.0,678,16449.68,1.02,1
app_8ede58d5,1672.09,10600.83,29,850.85,581,7420.58,1.2,0
app_e2c4ce3d,2545.33,9101.1,60,0.0,581,10921.32,0.715,1
app_b52c8486,2775.24,21579.77,41,452.11,669,15105.84,1.2,0
app_1ec47a0b,3214.67,5190.74,28,356.52,749,6228.89,0.803,1
app_a23291de,4623.83,11865.0,47,432.6,762,14238.01,0.749,1
app_7176f7bb,1500.0,8554.96,45,343.97,578,5988.47,1.2,0
app_732ea2ea,3901.9,9072.29,30,957.05,522,10886.75,1.175,1
app_a3b6fda8,3383.87,31771.03,36,892.41,650,22239.72,1.2,0
app_15d96442,5828.85,4871.71,37,325.51,739,5846.05,0.327,1
app_53d492d0,4159.19,15957.92,30,419.6,653,19149.5,1.2,1
app_a03a613b,1835.71,17150.76,34,431.01,709,12005.53,1.2,0
app_33fe082d,3864.92,3697.8,49,100.69,735,4437.35,0.26,1
app_4821004f,2482.98,19503.7,38,669.93,602,13652.59,1.2,0
app_8e384d8d,6033.09,1000.0,36,573.99,626,3000.0,0.15,1
app_d8ace2a3,2629.65,24953.5,31,1231.6,737,29944.19,1.2,1
app_5170dda4,2576.14,20855.82,43,1371.86,630,14599.08,1.2,0
app_543e27bf,4144.61,13057.73,52,726.79,629,15669.27,0.902,1
app_cfc24ae5,1864.37,19984.49,28,749.41,533,13989.15,1.2,0
app_a5c7ac2b,3738.36,14541.77,47,403.69,845,17450.12,1.101,1
app_3488015c,3923.59,31160.54,48,598.69,665,37392.65,1.2,1
app_2af0eb7a,1500.0,17069.21,38,1668.98,503,11948.45,1.2,0
app_4d51cee9,5905.89,10492.53,44,0.0,709,12591.04,0.485,1
app_99c18e5c,2156.27,22094.58,37,443.1,666,15466.2,1.2,0
app_32b6fc7b,4694.63,15580.61,48,840.39,698,18696.73,1.009,1
app_f7849013,2642.34,3690.23,52,684.18,707,4428.27,0.581,1
app_f0bb15d3,2065.35,18189.34,36,765.3,551,12732.54,1.2,0
app_75657ccb,6164.32,13371.36,28,0.0,649,16045.63,0.93,1
app_028fd8bc,3219.73,22550.3,33,920.68,578,15785.21,1.2,0
app_e9b12b7e,2892.16,19810.12,40,1390.54,647,23772.14,1.2,1
app_516b4114,3862.47,17297.82,33,0.0,633,20757.39,1.2,1
app_e2b9e0ae,2600.75,20060.2,34,1301.39,669,14042.14,1.2,0
app_073010ad,4322.78,12161.35,32,620.41,764,14593.62,1.199,1
app_4d016287,2560.6,20699.99,32,335.38,529,14489.99,1.2,0
app_850f8e02,4765.77,14682.02,55,422.44,760,17618.42,0.761,1
app_f898f407,5323.02,17966.7,28,326.17,709,21560.04,1.2,1
app_86adc0fa,1514.13,20845.73,48,707.66,738,14592.01,1.2,0
app_dc4b8dd2,3709.28,10782.25,33,116.69,729,12938.7,1.088,1
app_87562eb3,2520.03,27968.23,43,1115.08,584,19577.76,1.2,0
app_6943870a,2585.77,11462.98,25,780.74,697,13755.58,1.2,1
app_64152ab8,5665.74,16411.86,46,492.26,714,19694.23,0.843,1
app_5d0873f2,3153.27,23536.01,27,1096.91,783,16475.21,1.2,0
app_fb9648e9,3910.31,10466.74,27,0.0,783,12560.09,1.19,1
app_2aa3f788,2560.97,19797.77,58,1903.68,537,13858.44,1.2,0
app_d93ac501,5054.56,15743.07,40,591.99,698,18891.69,1.052,1
app_07c42e1e,5591.28,15699.89,40,899.77,762,18839.87,1.003,1
app_995b90ac,2962.79,19977.33,57,1104.92,593,13984.13,1.2,0
app_7ed8438b,3145.65,9952.78,23,444.18,718,11943.33,1.2,1
app_4e9ef54b,1500.0,18126.7,43,967.72,533,12688.69,1.2,0
app_fc49b665,5271.43,7837.57,21,0.0,699,9405.09,0.85,1
app_6b69dcdc,4985.38,19007.87,38,0.0,654,22809.44,1.2,1
app_7c301b80,1604.23,16940.81,14,945.1,645,11858.57,1.2,0
app_9d0e3b1e,3852.33,14768.36,24,0.0,655,17722.03,1.2,1
app_b62083bd,3658.06,24185.43,30,1381.85,577,16929.8,1.2,0
app_e994de46,5512.67,14900.15,30,718.38,645,17880.18,1.2,1
app_68ad3d86,3064.75,3296.67,39,378.74,694,3956.0,0.455,1
app_e8802440,2090.15,26627.31,30,610.64,687,18639.12,1.2,0
app_cc80dda9,5421.28,14033.15,15,160.12,742,16839.78,1.2,1
app_3a8cf524,2517.72,27324.45,19,1171.35,556,19127.12,1.2,0
app_6d8af7b5,5323.04,11549.3,48,140.99,601,13859.16,0.569,1
app_57903b83,2889.62,8359.81,23,880.18,793,10031.77,1.2,1
app_82e6c21a,2773.05,11794.83,34,625.61,701,8256.38,1.2,0
app_7db5a97f,4315.94,14936.62,31,0.0,646,17923.94,1.2,1
app_b2578aef,1500.0,20221.53,37,579.35,572,14155.07,1.2,0
app_953ea6c9,5566.48,6243.94,24,308.66,651,7492.73,0.616,1
app_bf77e54e,3571.25,15188.69,56,0.0,698,18226.43,0.911,1
app_074f4150,2541.44,17496.41,33,763.85,670,12247.49,1.2,0
app_85d2fed9,3534.86,11236.1,35,443.0,688,13483.33,1.2,1
app_9b9229f0,3499.25,17947.93,38,879.42,529,12563.55,1.2,0
app_536a9d56,3170.03,5699.96,38,114.6,625,6839.95,0.604,1
app_2dc14bcc,4238.11,15150.19,14,1075.87,702,18180.23,1.2,1
app_4910b299,2394.83,24400.65,36,658.46,753,17080.46,1.2,0
app_a059ed61,2925.6,11414.27,46,0.0,692,13697.13,1.018,1
app_9a71df67,2886.56,32409.88,25,880.94,646,22686.92,1.2,0
app_7c34a83d,4081.05,4782.92,40,443.02,731,5739.5,0.46,1
app_58d0a9ca,5131.47,18079.18,40,524.23,623,21695.01,1.159,1
app_798ca247,2365.69,19321.93,31,939.04,542,13525.35,1.2,0
app_b8224900,5534.33,24912.48,31,560.14,683,29894.97,1.2,1
app_20a256c8,3762.86,20609.98,36,810.53,608,14426.99,1.2,0
app_cc2034b2,2999.63,16053.19,27,613.95,709,19263.83,1.2,1
app_3b928b0f,5094.94,11898.04,48,31.06,742,14277.65,0.59,1
app_6f00fdf0,2275.9,19165.31,36,1274.52,458,13415.72,1.2,0
app_d9b58453,4323.08,3033.01,50,0.0,629,3639.61,0.168,1
app_2bed91b9,1500.0,27835.42,20,945.57,562,19484.79,1.2,0
app_77faec66,2200.24,9976.27,43,326.29,765,11971.53,1.2,1
app_d26d8a3e,3638.08,12041.15,31,537.43,832,14449.38,1.2,1
app_ec791456,2862.24,19166.65,28,597.81,702,13416.65,1.2,0
app_d03795ff,2887.76,6521.15,34,229.48,836,7825.38,0.876,1
app_add4b8cb,1500.0,20168.17,44,451.8,554,14117.72,1.2,0
app_5f723e41,4432.61,21777.08,24,0.0,768,26132.49,1.2,1
app_0114a7a7,5523.74,9989.81,9,980.75,686,11987.77,1.2,1
app_89c69053,3623.9,17739.11,31,719.23,703,12417.38,1.2,0
app_5ca46323,5434.45,1000.0,24,1110.83,674,3000.0,0.296,1
app_a71c20d5,1500.0,18026.79,34,861.06,566,12618.76,1.2,0
app_d43f442b,3689.92,9264.55,40,74.9,679,11117.46,0.774,1
app_541629e6,3855.93,19834.45,40,356.12,737,23801.33,1.2,1
app_bb97258c,2906.12,24527.01,42,1617.56,694,17168.91,1.2,0
app_69688e59,3959.0,9512.94,46,606.65,693,11415.53,0.78,1
app_c8ebf49d,1500.0,7005.76,40,1208.34,656,4904.03,1.2,0
app_edd5ada9,2712.83,18224.06,29,555.37,729,21868.88,1.2,1
app_bd8f63d2,3197.51,8452.05,11,33.3,573,10142.46,1.2,1
app_1728dd63,2937.36,18368.5,46,1042.62,555,12857.95,1.2,0
app_f41f94c9,4346.2,9657.45,43,526.15,630,11588.94,0.741,1
app_c9ba3b80,2502.2,18332.0,32,1257.96,719,12832.4,1.2,0
app_39101a36,3632.27,9895.81,9,348.43,669,11874.97,1.2,1
app_ea2773d7,1838.82,13730.96,43,106.36,673,16477.15,1.2,1
app_ee14280f,1533.52,22575.25,17,774.7,736,15802.68,1.2,0
app_b4602aeb,4051.59,14807.59,34,0.0,697,17769.11,1.2,1
app_af7d6e5b,2906.47,11864.15,40,1397.96,674,8304.91,1.2,0
app_f1892102,2417.25,6148.32,16,828.46,742,7377.99,1.2,1
app_fd938df2,4703.14,6729.9,22,430.76,707,8075.88,0.872,1
app_2833b934,1645.75,18853.06,43,991.21,527,13197.14,1.2,0
app_98e58ccd,1887.34,10446.72,37,295.97,670,12536.06,1.2,1
app_58d86301,1808.55,22293.83,35,949.29,531,15605.68,1.2,0
app_fa485dc1,3379.58,12982.79,23,0.0,676,15579.34,1.2,1
app_468ffeba,5200.97,13145.71,53,347.39,678,15774.85,0.639,1
app_4bdd4f7a,1500.0,14542.65,53,1031.02,651,10179.86,1.2,0
app_c0759fc1,4705.1,11942.73,33,447.67,746,14331.27,1.018,1
app_0aa29515,2957.87,20951.83,37,592.03,581,14666.28,1.2,0
app_7f4d1d42,3058.55,18027.95,10,312.85,850,21633.54,1.2,1
app_45d4e424,3658.47,5191.29,35,915.75,688,6229.55,0.737,1
app_f926b296,3113.35,18599.72,31,2160.12,604,13019.8,1.2,0
app_c685a473,3462.84,9060.1,40,563.69,754,10872.12,0.948,1
app_0b0df44d,2641.14,9410.29,42,776.41,579,6587.2,1.2,0
app_0d3a3ffb,2517.09,8558.85,27,385.41,598,10270.62,1.2,1
app_0021fcd0,4050.66,12746.02,22,150.14,639,15295.22,1.2,1
app_f4290bf3,3407.61,2830.42,31,235.79,569,3000.0,0.391,0
app_4406a736,4846.74,8216.33,37,62.09,835,9859.6,0.563,1
app_870015bf,3413.2,24763.15,20,459.57,675,17334.2,1.2,0
app_fc3a1b8e,3805.63,10452.47,40,0.0,754,12542.96,0.824,1
app_01efdf68,4018.32,14875.44,27,605.29,650,17850.53,1.2,1
app_e453416c,3454.38,24777.88,46,1106.59,644,17344.51,1.2,0
app_db2d782b,1500.0,17009.31,32,437.98,680,20411.17,1.2,1
app_a742b008,1500.0,14768.2,43,1466.95,556,10337.74,1.2,0
app_a157c7f5,3096.03,20710.57,25,1229.45,703,24852.69,1.2,1
app_4659df12,3116.59,17906.03,56,0.0,809,21487.23,1.2,1
app_44252d58,2218.59,26917.98,31,269.12,635,18842.58,1.2,0
app_88dc2082,4926.58,24575.78,56,678.1,683,29490.93,1.2,1
app_29f9775b,1979.35,16230.76,26,790.18,421,11361.53,1.2,0
app_d1909e44,4178.87,11826.39,66,703.5,666,14191.67,0.683,1
app_91451a47,4564.73,4645.4,28,0.0,800,5574.48,0.436,1
app_5fca3e56,3093.34,10946.49,35,1279.91,634,7662.55,1.2,0
app_ec30fd05,4382.28,6852.95,28,438.06,764,8223.54,0.77,1
