application_id,decision,score,loan_amount,income,DTI,LTV,collateral_type,collateral_value,customer_type,requested_amount,loan_term_months,proposed_loan_option,proposed_consolidation_loan,rule_reasons,top_feature,explanation,currency_code
APP_0084,denied,2.594169287889683e-115,91242.0,31628.0,0.386429745794853,1.0118101067899683,land,90177.0,non-bank,91242.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 91242.0}","{""consolidated_amount"": 89777.7, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0085,denied,1.0,27280.0,49130.0,0.5743741095053821,0.3160040774719637,car,86328.0,non-bank,27280.0,12,,"{""consolidated_amount"": 51407.0, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0086,denied,0.9999999999999998,14680.0,26968.0,1.1829946603381347,0.0779280068372797,real_estate,188379.0,non-bank,14680.0,12,,"{""consolidated_amount"": 44381.0, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0087,denied,1.082500723491118e-06,64080.0,58844.0,0.8345285840527356,2.458846552319464,car,26061.0,bank,64080.0,48,,"{""consolidated_amount"": 103575.0, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0088,denied,0.999999999999998,27197.0,37497.0,0.9726111422246856,0.1740440917671892,real_estate,156265.0,bank,27197.0,24,,"{""consolidated_amount"": 59587.45, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0089,approved,1.0,86521.0,113738.0,0.2669292584712209,0.4838603241356914,real_estate,178814.0,non-bank,86521.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 86521.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0090,denied,1.0,47156.0,90319.0,0.5038031864834586,0.3513257787413457,deposit,134223.0,bank,47156.0,12,,"{""consolidated_amount"": 85585.6, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0091,approved,1.0,5427.0,147525.0,0.144029825453312,0.0647296668694306,land,83841.0,non-bank,5427.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 5427.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0092,approved,1.0,95413.0,118678.0,0.3938977738081161,2.4640514436237164,real_estate,38722.0,bank,95413.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 95413.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0093,approved,1.0,53889.0,101442.0,0.182360363557499,0.3875373053827594,deposit,139055.0,bank,53889.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 53889.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0094,approved,1.0,29982.0,88664.0,0.0720472796174312,0.3059106816720882,land,98009.0,bank,29982.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 29982.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0095,denied,9.626820546601814e-71,69342.0,31812.0,0.6563560920407187,1.8905095558766083,deposit,36679.0,bank,69342.0,60,,"{""consolidated_amount"": 79820.7, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0096,denied,1.2914946818278488e-42,55407.0,33775.0,0.190614359733525,0.719085812178779,land,77052.0,bank,55407.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 55407.0}","{""consolidated_amount"": 53533.95, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0097,approved,1.0,7812.0,102038.0,0.0580078010153074,0.0405571678512278,car,192617.0,bank,7812.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 7812.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0098,denied,4.125682444381192e-99,77166.0,25547.0,1.7246643441499303,1.3089188180615174,land,58954.0,non-bank,77166.0,48,,"{""consolidated_amount"": 109651.1, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0099,denied,1.7761503553294143e-24,43128.0,30293.0,1.311755190968167,1.020539517273994,land,42260.0,non-bank,43128.0,24,,"{""consolidated_amount"": 76395.8, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0100,denied,2.2775154834870728e-39,71482.0,52391.0,0.2111049607757017,0.5144847738935755,land,138939.0,bank,71482.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 71482.0}","{""consolidated_amount"": 71819.7, ""term_months"": 36, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0101,approved,1.0,90085.0,135518.0,0.309073333431719,1.945176196234196,real_estate,46312.0,bank,90085.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 90085.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0102,approved,1.0,63008.0,82366.0,0.0418255105261874,0.3412811040937681,car,184622.0,bank,63008.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 63008.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0103,approved,1.0,68803.0,113697.0,0.1250604677344158,0.3978799935231639,real_estate,172924.0,non-bank,68803.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 68803.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0104,approved,1.0,29191.0,76445.0,0.461835306429453,0.1483003703571983,car,196837.0,bank,29191.0,72,"{""term_months"": 72, ""apr"": 0.22, ""amount"": 29191.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0105,approved,1.0,27577.0,46640.0,0.3256646655231491,0.1505171519799135,real_estate,183215.0,bank,27577.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 27577.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0106,denied,1.0,44425.0,71394.0,0.5115976132448032,0.8106455968760117,real_estate,54802.0,bank,44425.0,72,,"{""consolidated_amount"": 74286.25, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0107,denied,1.1129051128669874e-93,86014.0,36465.0,1.1988482106128835,1.7650414512024593,deposit,48732.0,bank,86014.0,60,,"{""consolidated_amount"": 116827.9, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0108,approved,1.0,54798.0,121281.0,0.0272342741237289,0.7426612094435158,real_estate,73786.0,non-bank,54798.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 54798.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0109,approved,1.0,38062.0,47941.0,0.0249890490394437,0.3875927943707254,deposit,98201.0,non-bank,38062.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 38062.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0110,denied,9.374177213683807e-17,79063.0,72047.0,0.6523519369300504,0.4467871088783252,real_estate,176959.0,bank,79063.0,60,,"{""consolidated_amount"": 114203.55, ""term_months"": 72, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0111,approved,1.0,86067.0,147503.0,0.1764167508457443,0.5782867816516681,deposit,148831.0,bank,86067.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 86067.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0112,approved,1.0,90740.0,98995.0,0.2558007980200994,0.6888279903743183,car,131731.0,non-bank,90740.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 90740.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0113,approved,1.0,33399.0,82320.0,0.2816205053449917,0.1890730613769902,land,176646.0,bank,33399.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 33399.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0114,approved,1.0,72415.0,92876.0,0.2334295189284612,0.5485569275054879,car,132010.0,bank,72415.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 72415.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0115,approved,1.0,61080.0,123010.0,0.2805137793675288,0.756146475525505,car,80778.0,non-bank,61080.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 61080.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0116,denied,1.0,47652.0,56810.0,0.5102446752332246,0.5458669354838647,car,87296.0,bank,47652.0,36,,"{""consolidated_amount"": 69491.2, ""term_months"": 48, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0117,approved,1.0,42709.0,104551.0,0.0781341163642616,0.3981560032442373,land,107267.0,bank,42709.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 42709.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0118,approved,1.0,15882.0,134086.0,0.2336634697134657,0.6341638715859833,car,25044.0,bank,15882.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 15882.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0119,approved,1.0,31108.0,96551.0,0.3460968814408929,0.2068227300228031,land,150409.0,bank,31108.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 31108.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0120,approved,1.0,57218.0,80817.0,0.0702822425974724,0.4291392913929107,deposit,133332.0,bank,57218.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 57218.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0121,denied,9.948858063456239e-92,89222.0,43141.0,0.4366148211677885,0.6013155589103466,car,148378.0,bank,89222.0,12,"{""term_months"": 12, ""apr"": 0.22, ""amount"": 89222.0}","{""consolidated_amount"": 94674.7, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0122,denied,1.411929501572582e-60,87302.0,56036.0,0.7053501320579502,0.789948966665453,car,110516.0,bank,87302.0,48,,"{""consolidated_amount"": 113731.7, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0123,approved,1.0,22821.0,143253.0,0.2159466119383174,0.1441374867363944,real_estate,158328.0,non-bank,22821.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 22821.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0124,approved,1.0,69535.0,92657.0,0.0735832155152867,0.3652969235941815,car,190352.0,bank,69535.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 69535.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0125,approved,1.0,13057.0,62667.0,0.031978553305567,0.1111924855442094,real_estate,117427.0,non-bank,13057.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 13057.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0126,approved,1.0,69126.0,77296.0,0.3759573587248968,0.7407335969395876,real_estate,93321.0,bank,69126.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 69126.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0127,approved,1.0,37483.0,97252.0,0.2373832928885756,1.3345795058035557,deposit,28086.0,bank,37483.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 37483.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0128,denied,1.0,47735.0,92193.0,0.5212109379236979,0.303067819638615,real_estate,157506.0,non-bank,47735.0,12,,"{""consolidated_amount"": 88626.75, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0129,approved,1.0,73175.0,112471.0,0.2321665140347268,0.4030303697910333,car,181562.0,non-bank,73175.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 73175.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0130,denied,1.0,45364.0,57186.0,0.8144301052705065,0.3187868055262728,deposit,142302.0,bank,45364.0,72,,"{""consolidated_amount"": 85133.4, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0131,approved,1.0,81706.0,106154.0,0.1009476797859703,0.4690652107767972,deposit,174189.0,non-bank,81706.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 81706.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0132,approved,1.0,55690.0,80334.0,0.2784126272810979,0.3212575713873647,real_estate,173350.0,bank,55690.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 55690.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0133,approved,1.0,99880.0,142574.0,0.0489640467406396,0.6194723197340474,real_estate,161234.0,bank,99880.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 99880.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0134,denied,1.148745905208794e-41,65632.0,44740.0,0.641729995529713,0.6277390414430898,car,104553.0,bank,65632.0,12,,"{""consolidated_amount"": 84498.2, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0135,approved,1.0,33154.0,43554.0,0.2163521146163333,1.2201081956353284,land,27173.0,bank,33154.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 33154.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0136,approved,0.9999999999999978,78652.0,82707.0,0.2975927067841863,9.121187521743114,deposit,8623.0,non-bank,78652.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 78652.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0137,approved,1.0,43754.0,88544.0,0.1943327611131167,0.926128185589685,real_estate,47244.0,bank,43754.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 43754.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0138,approved,1.0,55746.0,111359.0,0.0833879614579864,0.6142403808012625,real_estate,90756.0,bank,55746.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 55746.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0139,approved,1.0,17998.0,75504.0,0.0641025641025632,0.119373088989261,car,150771.0,bank,17998.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 17998.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0140,approved,1.0,16337.0,139214.0,0.1839039177094244,0.1710429884624225,deposit,95514.0,non-bank,16337.0,12,"{""term_months"": 12, ""apr"": 0.15, ""amount"": 16337.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0141,denied,1.0,59612.0,84271.0,0.5620557487154471,4.791191126828099,real_estate,12442.0,bank,59612.0,48,,"{""consolidated_amount"": 98035.2, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0142,approved,1.0,22735.0,41167.0,0.2413826608691369,0.4698673169925088,car,48386.0,bank,22735.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 22735.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0143,denied,1.4063503527526634e-120,99770.0,39902.0,0.507468297328442,0.5090020458035492,real_estate,196011.0,bank,99770.0,48,,"{""consolidated_amount"": 105053.5, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0144,approved,1.0,86288.0,146675.0,0.0765638316004767,0.4364592817400079,real_estate,197700.0,bank,86288.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 86288.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0145,denied,1.4736881701483976e-57,71583.0,41761.0,0.9685591820119018,0.8902140254442689,deposit,80411.0,bank,71583.0,72,,"{""consolidated_amount"": 101293.55, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0146,approved,1.0,74796.0,143481.0,0.144583603403934,0.4601216803951816,real_estate,162557.0,non-bank,74796.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 74796.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0147,denied,2.328554222963146e-06,61545.0,59759.0,0.815274686658063,0.4212295014646671,car,146108.0,bank,61545.0,12,,"{""consolidated_amount"": 101033.25, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0148,approved,1.0,10727.0,36676.0,0.3342240157050841,0.0574241313041008,deposit,186803.0,bank,10727.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 10727.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0149,approved,1.0,42275.0,63088.0,0.0639741313720507,0.2369502222371675,land,178413.0,bank,42275.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 42275.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0150,approved,1.0,52101.0,101837.0,0.2860060685212615,0.4047685638372224,real_estate,128718.0,non-bank,52101.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 52101.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0151,denied,1.6803777855416133e-23,91953.0,78487.0,0.4151388127970184,1.0977103428516723,car,83768.0,bank,91953.0,48,"{""term_months"": 48, ""apr"": 0.22, ""amount"": 91953.0}","{""consolidated_amount"": 110743.05, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",loan_amount,Top factor: loan_amount,USD
APP_0152,approved,1.0,25851.0,123197.0,0.4020958302556036,0.201460434233699,deposit,128318.0,bank,25851.0,36,"{""term_months"": 36, ""apr"": 0.22, ""amount"": 25851.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0153,approved,1.0,52207.0,101373.0,0.4297988616298183,0.7536413898632836,car,69273.0,non-bank,52207.0,12,"{""term_months"": 12, ""apr"": 0.22, ""amount"": 52207.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0154,denied,1.0,37686.0,75097.0,0.588678642289298,0.5036013523445472,land,74833.0,bank,37686.0,72,,"{""consolidated_amount"": 76241.1, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0155,approved,1.0,17764.0,104328.0,0.3039548347519333,0.1422508368167319,land,124878.0,non-bank,17764.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 17764.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0156,approved,1.0,14786.0,146432.0,0.1228556599650341,0.125615930947768,land,117708.0,bank,14786.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 14786.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0157,approved,1.0,39710.0,76476.0,0.2804932266331884,0.3321650536600027,real_estate,119549.0,non-bank,39710.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 39710.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0158,approved,1.0,12830.0,44180.0,0.1513580805794443,0.1567367482316704,deposit,81857.0,bank,12830.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 12830.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0159,approved,1.0,11380.0,76097.0,0.2832306135590064,0.1314786145065493,deposit,86554.0,bank,11380.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 11380.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0160,approved,1.0,38332.0,130014.0,0.1401464457673778,3.850140618721992,real_estate,9956.0,bank,38332.0,24,"{""term_months"": 24, ""apr"": 0.15, ""amount"": 38332.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0161,approved,1.0,24188.0,52203.0,0.0343658410436175,0.1957908369758766,deposit,123540.0,non-bank,24188.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 24188.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0162,approved,1.0,57706.0,143642.0,0.071169992063602,0.4867650780261451,deposit,118550.0,bank,57706.0,48,"{""term_months"": 48, ""apr"": 0.15, ""amount"": 57706.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0163,approved,1.0,6678.0,98538.0,0.2712659075686509,0.0355983432217618,land,187593.0,non-bank,6678.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 6678.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0164,approved,1.0,33672.0,100196.0,0.1843087548405107,0.3212333406473863,car,104821.0,non-bank,33672.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 33672.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0165,denied,1.0,48061.0,64630.0,0.7686368559492377,0.491491624567929,car,97786.0,bank,48061.0,48,,"{""consolidated_amount"": 90528.85, ""term_months"": 60, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",income,Top factor: income,USD
APP_0166,approved,1.0,96498.0,140057.0,0.1708304476034745,4.596237199332956,deposit,20995.0,bank,96498.0,72,"{""term_months"": 72, ""apr"": 0.15, ""amount"": 96498.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0167,denied,4.178891239771809e-68,65281.0,29507.0,1.624529772596278,1.4261589548651763,real_estate,45774.0,bank,65281.0,72,,"{""consolidated_amount"": 103423.85, ""term_months"": 84, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": false, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0168,denied,1.0135565036175017e-48,88668.0,62333.0,0.5299760961288478,1.2162462450104767,deposit,72903.0,bank,88668.0,12,,"{""consolidated_amount"": 108402.8, ""term_months"": 24, ""apr"": 0.19, ""note"": ""Refinance current loans/debt and reduce requested amount by 15% to fit affordability.""}","{""ndi_value_ok"": true, ""ndi_ratio_ok"": false}",loan_amount,Top factor: loan_amount,USD
APP_0169,approved,1.0,37612.0,77300.0,0.0261190168175934,0.4676771570321864,deposit,80423.0,bank,37612.0,36,"{""term_months"": 36, ""apr"": 0.15, ""amount"": 37612.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
APP_0170,approved,1.0,47722.0,84659.0,0.1201526122444144,0.6146969794551347,land,77635.0,bank,47722.0,60,"{""term_months"": 60, ""apr"": 0.15, ""amount"": 47722.0}",,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",income,Top factor: income,USD
