application_id,age,income,employment_length,loan_amount,loan_duration_months,collateral_value,collateral_type,co_loaners,credit_score,existing_debt,assets_owned,DTI,LTV,CCR,ITI,CWI,session_flagged,created_at,employment_years,debt_to_income,credit_history_length,num_delinquencies,current_loans,requested_amount,loan_term_months,score,decision,top_feature,explanation,rule_reasons,proposed_loan_option,proposed_consolidation_loan
APP_0056,28,42542,22,93140,60,185542,car,0,609,49971,72401,1.174627427013277,0.5019887680417345,1.99207644406268,0.0364894300528283,0.0,False,:47:29,22,1.174627427013277,3,2,1,93140,60,0.004355124324298978,denied,credit_score_vs_dti,Score=0.004 with DTI=1.17 and CS=609,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 49971.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 1186.81, ""secured_by"": ""collateral""}"
APP_0057,34,118603,1,16421,12,93338,house,0,382,1588,147493,0.0133892060065933,0.1759304891898243,5.684063089945455,0.0115377913421466,2.4391076230985567,False,:47:29,1,0.0133892060065933,2,0,2,16421,12,1.2282497701165446e-87,denied,credit_score_vs_dti,Score=0.000 with DTI=0.01 and CS=382,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 1588.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 49.4, ""secured_by"": ""collateral""}"
APP_0058,61,77389,6,78350,60,165935,house,1,695,25822,179873,0.3336649911486085,0.4721728387621631,2.1178685386087794,0.0168736297576083,0.7448749425685857,False,:47:29,6,0.3336649911486085,2,0,3,78350,60,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.33 and CS=695,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 78350.0, ""term_months"": 60, ""apr"": 0.1, ""est_monthly"": 1436.42}",
APP_0059,64,25813,17,85382,60,53769,deposit,1,624,5298,144530,0.2052454189749271,1.5879410068998572,0.629746316553833,0.0551285527954736,0.0,False,:47:29,17,0.2052454189749271,3,0,0,85382,60,0.9736135650706367,approved,credit_score_vs_dti,Score=0.974 with DTI=0.21 and CS=624,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 85382.0, ""term_months"": 60, ""apr"": 0.1, ""est_monthly"": 1565.34}",
APP_0060,46,145778,20,71321,36,15098,house,1,579,4759,66691,0.0326455295037657,4.723870711352184,0.2116908063543667,0.0135901088561637,0.0,False,:47:29,20,0.0326455295037657,17,0,4,71321,36,7.525579665185961e-12,denied,credit_score_vs_dti,Score=0.000 with DTI=0.03 and CS=579,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 4759.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 148.06, ""secured_by"": ""collateral""}"
APP_0061,40,45746,15,82880,72,18570,land,0,698,34169,97337,0.746928693219063,4.463112547118769,0.2240588803088776,0.025163098655513,0.0,False,:47:29,15,0.746928693219063,24,0,3,82880,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.75 and CS=698,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 82880.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 1266.22}",
APP_0062,36,99505,25,84608,48,79558,car,0,798,36392,207062,0.3657303653082723,1.063475703260501,0.9403129727685212,0.0177143527122247,0.0,False,:47:29,25,0.3657303653082723,25,1,3,84608,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.37 and CS=798,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 84608.0, ""term_months"": 48, ""apr"": 0.1, ""est_monthly"": 1938.93}",
APP_0063,47,47683,27,47422,36,191005,deposit,1,481,5911,17825,0.1239645156554721,0.2482762231355187,4.027771920205727,0.0276257319745225,1.9756101088763207,False,:47:29,27,0.1239645156554721,19,0,2,47422,36,1.0630627508295292e-50,denied,credit_score_vs_dti,Score=0.000 with DTI=0.12 and CS=481,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 5911.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 140.39, ""secured_by"": ""collateral""}"
APP_0064,47,141627,3,8814,12,17350,house,1,530,48833,72086,0.3448000734323233,0.5080115273774923,1.9684592693440013,0.0051861580061625,0.6345344421580879,False,:47:29,3,0.3448000734323233,18,0,1,8814,12,5.077056448512948e-34,denied,credit_score_vs_dti,Score=0.000 with DTI=0.34 and CS=530,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 48833.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1519.25, ""secured_by"": ""unsecured""}"
APP_0065,33,117290,28,48338,60,78843,deposit,1,404,16023,268779,0.1366101116889748,0.6130918407467928,1.6310769994620873,0.0068687299285523,0.5448655000812572,False,:47:29,28,0.1366101116889748,9,0,3,48338,60,3.014671960730762e-79,denied,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=404,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 16023.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 498.49, ""secured_by"": ""collateral""}"
APP_0066,22,125545,18,24169,24,28982,land,0,655,15916,38755,0.1267752598669789,0.833931405700061,1.1991393934378254,0.0080213602025146,0.1738934450850587,False,:47:29,18,0.1267752598669789,27,0,0,24169,24,0.9999999999988325,approved,credit_score_vs_dti,Score=1.000 with DTI=0.13 and CS=655,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 24169.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 1107.75}",
APP_0067,27,79009,19,15804,60,186860,car,0,521,14848,130276,0.1879279575744511,0.08457668842984,11.823588964818285,0.0033337974154287,2.230169034932218,False,:47:29,19,0.1879279575744511,19,1,2,15804,60,6.2910229825171984e-40,denied,credit_score_vs_dti,Score=0.000 with DTI=0.19 and CS=521,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 14848.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 461.94, ""secured_by"": ""collateral""}"
APP_0068,63,83422,2,16867,48,137658,house,1,488,23060,70025,0.2764258828606329,0.1225282947594755,8.161380209876791,0.0042122681466041,1.9047474433025624,False,:47:29,2,0.2764258828606329,21,0,0,16867,48,3.404107645766583e-50,denied,credit_score_vs_dti,Score=0.000 with DTI=0.28 and CS=488,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0069,39,104287,18,71250,36,154436,deposit,0,683,8891,40348,0.0852551132931229,0.461356160480714,2.167522807017513,0.0189780765254698,1.0679855178329491,False,:47:29,18,0.0852551132931229,22,1,0,71250,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.09 and CS=683,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 71250.0, ""term_months"": 36, ""apr"": 0.1, ""est_monthly"": 2177.08}",
APP_0070,42,123095,21,52930,12,144945,car,2,524,21238,132592,0.1725334091555288,0.3651729966539007,2.7384281126014978,0.0358327578940308,1.438491183762571,False,:47:29,21,0.1725334091555288,25,0,1,52930,12,7.913096693807733e-35,denied,credit_score_vs_dti,Score=0.000 with DTI=0.17 and CS=524,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 21238.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 660.74, ""secured_by"": ""collateral""}"
APP_0071,41,130872,17,56284,60,134149,car,0,555,10499,161218,0.0802234244146946,0.4195633213814458,2.3834304598109166,0.0071678179186611,1.2724469308853124,False,:47:29,17,0.0802234244146946,21,0,4,56284,60,7.58778750273722e-24,denied,credit_score_vs_dti,Score=0.000 with DTI=0.08 and CS=555,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 10499.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 326.64, ""secured_by"": ""collateral""}"
APP_0072,55,27229,2,75792,12,156554,car,1,542,2570,61080,0.0943846634103311,0.4841268827369439,2.0655742030820923,0.2319585735603009,0.9650003405854748,False,:47:29,2,0.0943846634103311,27,0,0,75792,12,5.0336809136693125e-28,denied,credit_score_vs_dti,Score=0.000 with DTI=0.09 and CS=542,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0073,23,107945,15,57085,36,9559,house,1,442,18436,32560,0.1707906804391109,5.97185898106434,0.1674520451957578,0.0146898369021296,0.0,False,:47:29,15,0.1707906804391109,16,0,1,57085,36,1.6185335290418507e-61,denied,credit_score_vs_dti,Score=0.000 with DTI=0.17 and CS=442,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 18436.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 573.56, ""secured_by"": ""collateral""}"
APP_0074,24,38642,28,64851,72,174167,car,0,369,33613,49060,0.8698566326794455,0.3723495266037747,2.685648640730248,0.0233090506009212,0.2193759902239528,False,:47:29,28,0.8698566326794455,16,0,0,64851,72,2.0897729559514193e-89,denied,credit_score_vs_dti,Score=0.000 with DTI=0.87 and CS=369,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0075,33,60991,21,13172,72,150054,house,0,754,38154,198947,0.625567706710816,0.0877817319098452,11.391891891891026,0.002999531807019,1.0246919343038532,False,:47:29,21,0.625567706710816,7,1,2,13172,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.63 and CS=754,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 13172.0, ""term_months"": 72, ""apr"": 0.12, ""est_monthly"": 204.9}",
APP_0076,42,128678,4,85857,72,149970,house,0,350,17666,259481,0.1372884253718573,0.5724944988997762,1.74674167511092,0.0092669946169256,0.6442226863754144,False,:47:29,4,0.1372884253718573,28,0,4,85857,72,2.1442996762808244e-95,denied,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=350,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 17666.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 549.61, ""secured_by"": ""collateral""}"
APP_0077,50,56314,28,47634,72,83539,car,0,478,16187,62284,0.287441843946438,0.5702007445624131,1.7537683167485043,0.0117481147374388,0.5371037618739348,False,:47:29,28,0.287441843946438,16,0,1,47634,72,1.2669010279597034e-51,denied,credit_score_vs_dti,Score=0.000 with DTI=0.29 and CS=478,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 16187.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 503.6, ""secured_by"": ""collateral""}"
APP_0078,42,124602,28,19745,48,161767,house,0,667,39373,102915,0.3159901125182556,0.1220582689918208,8.192808305899813,0.0033013448151562,1.8015624739272973,False,:47:29,28,0.3159901125182556,14,0,0,19745,48,0.9999999999999925,approved,credit_score_vs_dti,Score=1.000 with DTI=0.32 and CS=667,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 19745.0, ""term_months"": 48, ""apr"": 0.12, ""est_monthly"": 460.72}",
APP_0079,40,82875,5,82266,24,81309,car,0,372,34059,109706,0.4109683257918502,1.0117699147695702,0.9883670045948388,0.0413604826528764,0.0,False,:47:29,5,0.4109683257918502,9,0,3,82266,24,2.15074768890348e-86,denied,credit_score_vs_dti,Score=0.000 with DTI=0.41 and CS=372,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 34059.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1059.61, ""secured_by"": ""collateral""}"
APP_0080,62,54080,24,74789,72,17401,deposit,1,660,41606,114620,0.7693417159763172,4.297971380954871,0.2326679057080555,0.0192073985040063,0.0,False,:47:29,24,0.7693417159763172,8,0,1,74789,72,0.9999999999999982,approved,credit_score_vs_dti,Score=1.000 with DTI=0.77 and CS=660,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 74789.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 1142.61}",
APP_0081,28,66780,12,10037,60,182300,house,0,703,45305,80847,0.678421683138654,0.0550575973669772,18.162797648698,0.0025049915143836,0.9116189621089312,False,:47:29,12,0.678421683138654,18,0,2,10037,60,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.68 and CS=703,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 10037.0, ""term_months"": 60, ""apr"": 0.12, ""est_monthly"": 187.36}",
APP_0082,46,91346,17,23338,72,53030,house,0,664,41061,26028,0.4495106518074086,0.4400905148029335,2.2722598337474387,0.0035484738125849,0.7003654866112762,False,:47:29,17,0.4495106518074086,13,0,4,23338,72,0.9999999999999949,approved,credit_score_vs_dti,Score=1.000 with DTI=0.45 and CS=664,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 23338.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 356.55}",
APP_0083,44,120643,13,6496,48,27564,house,0,467,46824,162295,0.388120321941593,0.2356697141198579,4.243226600984568,0.0011217669763725,1.4030345077638944,False,:47:29,13,0.388120321941593,17,0,0,6496,48,2.7912517106278594e-58,denied,credit_score_vs_dti,Score=0.000 with DTI=0.39 and CS=467,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,
APP_0084,41,100751,23,30722,12,127404,land,0,310,20833,113637,0.2067771039493384,0.2411384257951065,4.146995638304663,0.0254108313213099,1.8058391267771088,False,:47:29,23,0.2067771039493384,19,0,2,30722,12,5.271990546481617e-112,denied,credit_score_vs_dti,Score=0.000 with DTI=0.21 and CS=310,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 20833.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 648.14, ""secured_by"": ""collateral""}"
APP_0085,56,141652,29,14498,48,52861,car,0,788,19733,109254,0.139306186993476,0.2742664724466001,3.6460891157398505,0.0021322795771353,1.8739030711698328,False,:47:29,29,0.139306186993476,26,1,4,14498,48,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.14 and CS=788,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 14498.0, ""term_months"": 48, ""apr"": 0.12, ""est_monthly"": 338.29}",
APP_0086,32,133467,23,72440,36,172760,car,0,479,16077,86794,0.1204567421160277,0.4193100254688561,2.3848702374378465,0.0150765524224438,1.218053280382651,False,:47:29,23,0.1204567421160277,9,0,3,72440,36,2.0536579783399914e-48,denied,credit_score_vs_dti,Score=0.000 with DTI=0.12 and CS=479,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 16077.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 500.17, ""secured_by"": ""collateral""}"
APP_0087,62,119169,27,54642,72,93200,house,0,742,11761,279508,0.098691773867364,0.5862875536480624,1.705647670290222,0.0063684067723663,0.6360060499839332,False,:47:29,27,0.098691773867364,20,0,4,54642,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.10 and CS=742,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 54642.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 834.81}",
APP_0088,35,100388,28,98119,36,8864,car,0,408,37441,187040,0.3729629039327372,11.06938176895182,0.090339281892395,0.0271499360252424,0.0,False,:47:29,28,0.3729629039327372,27,0,1,98119,36,7.123925899330742e-73,denied,credit_score_vs_dti,Score=0.000 with DTI=0.37 and CS=408,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 37441.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1164.83, ""secured_by"": ""unsecured""}"
APP_0089,44,61231,2,76195,24,190729,car,2,389,35722,131420,0.5833972987538897,0.3994935222226279,2.503169499310945,0.0518494172320284,0.6262244738437106,False,:47:29,2,0.5833972987538897,13,0,3,76195,24,2.7062084325249675e-82,denied,credit_score_vs_dti,Score=0.000 with DTI=0.58 and CS=389,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 35722.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1111.35, ""secured_by"": ""collateral""}"
APP_0090,43,76571,7,63096,12,106808,car,0,727,40069,69563,0.5232921079782095,0.5907422664968861,1.6927855965512602,0.0686682947795087,0.3302563613550218,False,:47:29,7,0.5232921079782095,7,0,3,63096,12,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.52 and CS=727,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 63096.0, ""term_months"": 12, ""apr"": 0.1, ""est_monthly"": 5783.8}",
APP_0091,58,39861,21,53384,72,58491,land,0,816,8369,242325,0.2099545922079173,0.912687421996531,1.095665367900474,0.0186007487126295,0.0755799845945378,False,:47:29,21,0.2099545922079173,8,0,3,53384,72,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.21 and CS=816,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 53384.0, ""term_months"": 72, ""apr"": 0.1, ""est_monthly"": 815.59}",
APP_0092,40,71773,17,10177,60,138039,deposit,1,773,24562,267625,0.3422178256447363,0.0737255413325214,13.563820379285293,0.0023632378006191,1.8278604824161169,False,:47:29,17,0.3422178256447363,10,0,0,10177,60,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.34 and CS=773,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 10177.0, ""term_months"": 60, ""apr"": 0.12, ""est_monthly"": 189.97}",
APP_0093,33,140809,1,11669,12,109877,car,1,713,11097,19372,0.0788088829549242,0.1062005697279675,9.416145342359291,0.0069059269406474,2.470080286759638,False,:47:29,1,0.0788088829549242,18,0,3,11669,12,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=713,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 11669.0, ""term_months"": 12, ""apr"": 0.12, ""est_monthly"": 1089.11}",
APP_0094,21,78235,2,63549,36,13684,deposit,0,435,44651,279603,0.5707292132677118,4.644036831335527,0.2153299029095624,0.022563430688962,0.0,False,:47:29,2,0.5707292132677118,7,0,1,63549,36,6.410937898118565e-68,denied,credit_score_vs_dti,Score=0.000 with DTI=0.57 and CS=435,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 44651.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1389.14, ""secured_by"": ""unsecured""}"
APP_0095,37,39216,15,5416,36,153852,land,0,802,13370,212831,0.340932272541811,0.0352026622988324,28.40694239290465,0.0038363026428055,1.9076003664492585,False,:47:29,15,0.340932272541811,25,0,0,5416,36,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.34 and CS=802,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 5416.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 168.5}",
APP_0096,57,106491,18,9023,36,85060,car,0,667,7195,38951,0.0675643951132014,0.1060780625440852,9.427019838190244,0.0023536156941142,2.500573927419854,False,:47:29,18,0.0675643951132014,10,0,4,9023,36,0.9999999999999944,approved,credit_score_vs_dti,Score=1.000 with DTI=0.07 and CS=667,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 9023.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 280.72}",
APP_0097,21,145326,5,25817,72,142364,house,0,394,28493,228415,0.196062645362838,0.1813450029501827,5.514351009024847,0.0024673454470601,1.9744419980661712,False,:47:29,5,0.196062645362838,1,1,2,25817,72,1.5223935945848623e-83,denied,credit_score_vs_dti,Score=0.000 with DTI=0.20 and CS=394,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 28493.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 886.45, ""secured_by"": ""collateral""}"
APP_0098,60,133436,5,88993,12,179961,car,0,371,43953,41146,0.3293938667226211,0.4945126999738805,2.022192756733653,0.0555778300662135,0.6854887320573106,False,:47:29,5,0.3293938667226211,0,0,3,88993,12,1.5275312823110716e-84,denied,credit_score_vs_dti,Score=0.000 with DTI=0.33 and CS=371,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 43953.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 1367.43, ""secured_by"": ""collateral""}"
APP_0099,44,59259,3,48598,24,125237,land,0,779,45786,24749,0.7726421303093071,0.3880482604980925,2.576999053458937,0.0341706182450304,0.3585431452986696,False,:47:29,3,0.7726421303093071,0,0,1,48598,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.77 and CS=779,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 48598.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 2227.41}",
APP_0100,27,81737,16,72409,24,136949,house,0,451,4804,43444,0.0587738722977346,0.5287296730899785,1.8913256639367773,0.0369115781903045,0.8389390031888835,False,:47:29,16,0.0587738722977346,18,0,2,72409,24,1.1691708061456818e-58,denied,credit_score_vs_dti,Score=0.000 with DTI=0.06 and CS=451,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 4804.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 149.46, ""secured_by"": ""collateral""}"
APP_0101,34,91377,0,44098,24,56892,deposit,0,721,16294,143351,0.1783162064852186,0.7751177669971038,1.290126536350826,0.0201080870086574,0.2383922729880836,False,:47:29,0,0.1783162064852186,10,0,0,44098,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.18 and CS=721,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 44098.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 2021.16}",
APP_0102,45,55979,17,21447,72,53630,car,2,376,7676,189675,0.1371228496400411,0.3999067685996569,2.5005828320976127,0.0053211918754507,1.294818638039521,False,:47:29,17,0.1371228496400411,8,0,2,21447,72,2.8482017008308027e-91,denied,credit_score_vs_dti,Score=0.000 with DTI=0.14 and CS=376,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 7676.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 238.81, ""secured_by"": ""collateral""}"
APP_0103,34,58586,14,40259,72,87680,deposit,0,454,15393,128124,0.2627419520021803,0.4591583029197028,2.1778981097393832,0.0095441364450551,0.8684148611268059,False,:47:29,14,0.2627419520021803,18,2,2,40259,72,1.3816270106569482e-61,denied,credit_score_vs_dti,Score=0.000 with DTI=0.26 and CS=454,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 15393.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 478.89, ""secured_by"": ""collateral""}"
APP_0104,25,54582,13,13713,12,171733,land,0,455,26692,45370,0.4890256861236216,0.0798506984679701,12.52337198278914,0.0209363892841,1.4105179740424734,False,:47:29,13,0.4890256861236216,2,1,3,13713,12,1.5045986835981203e-62,denied,credit_score_vs_dti,Score=0.000 with DTI=0.49 and CS=455,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 26692.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 830.42, ""secured_by"": ""collateral""}"
APP_0105,50,149322,20,78174,48,108645,car,0,454,14028,67758,0.0939446297263625,0.7195361038243755,1.3897843272699184,0.0109067987300334,0.3531661829714266,False,:47:29,20,0.0939446297263625,16,0,2,78174,48,8.907189298343001e-56,denied,credit_score_vs_dti,Score=0.000 with DTI=0.09 and CS=454,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 14028.0, ""term_months"": 36, ""apr"": 0.12, ""est_monthly"": 436.43, ""secured_by"": ""collateral""}"
APP_0106,50,118251,15,22435,24,74822,house,0,671,3375,257190,0.0285409848542504,0.2998449653845085,3.335056830844513,0.0079051480886225,2.0405157611307105,False,:47:29,15,0.0285409848542504,18,0,1,22435,24,0.999999999999982,approved,credit_score_vs_dti,Score=1.000 with DTI=0.03 and CS=671,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 22435.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 1028.27}",
APP_0107,26,130107,21,40755,24,157685,land,0,802,25501,289160,0.1960002152074815,0.2584583188001379,3.869095816464143,0.0130517573991348,1.7885980562981143,False,:47:29,21,0.1960002152074815,0,0,0,40755,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.20 and CS=802,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 40755.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 1867.94}",
APP_0108,33,127071,22,98102,24,171842,car,1,800,2640,228738,0.0207757867648793,0.5708848826247334,1.7516666326884085,0.0321677120126778,0.736050167009415,False,:47:29,22,0.0207757867648793,5,0,2,98102,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.02 and CS=800,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 98102.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 4496.34}",
APP_0109,31,144892,27,61236,24,181286,house,1,707,11334,39990,0.0782237804709709,0.3377867016758032,2.960448102423363,0.0176096678898329,1.8070944404346867,False,:47:29,27,0.0782237804709709,11,0,3,61236,24,1.0,approved,credit_score_vs_dti,Score=1.000 with DTI=0.08 and CS=707,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}","{""type"": ""standard"", ""amount"": 61236.0, ""term_months"": 24, ""apr"": 0.1, ""est_monthly"": 2806.65}",
APP_0110,50,38159,23,48563,36,65397,deposit,1,411,25,247744,0.0006551534369349,0.7425875804700408,1.34664250561124,0.0353513515077626,0.346415401582337,False,:47:29,23,0.0006551534369349,9,0,2,48563,36,2.9715216811999427e-78,denied,credit_score_vs_dti,Score=0.000 with DTI=0.00 and CS=411,"{""ndi_value_ok"": true, ""ndi_ratio_ok"": true}",,"{""type"": ""consolidation"", ""consolidate_amount"": 25.0, ""term_months"": 48, ""apr"": 0.14, ""est_monthly"": 0.59, ""secured_by"": ""collateral""}"
